Exists,Entrez,FeatureID,DBFeatureID,FeatureIDMatch,Symbol,DBSymbol,SymbolMatch,Model,DBModel,ModelMatch
Y,100038107,489743,489743,1,tbcb,tbcb,1,XBXT10g013513,XBXT10g013513,1
Y,100038108,22063827,22063827,1,tuba1b,tuba1b,1,XBXT10g011388,XBXT10g011388,1
Y,100038109,490341,490341,1,rbpms2,rbpms2,1,XBXT10g019303,XBXT10g019303,1
Y,493230,5956504,5956504,1,adissp,adissp,1,XBXT10g014430,XBXT10g014430,1
Y,100038111,490443,490443,1,lmnb2,lmnb2,1,XBXT10g015047,XBXT10g015047,1
Y,100038112,490827,490827,1,sugp2,sugp2,1,XBXT10g004691,XBXT10g004691,1
Y,100038113,490846,490846,1,cuta,cuta,1,XBXT10g008365,XBXT10g008365,1
Y,100038114,491002,491002,1,inhba,inhba,1,XBXT10g004762,XBXT10g004762,1
Y,100038115,491129,491129,1,sall3,sall3,1,XBXT10g008033,XBXT10g008033,1
Y,100038116,491338,491338,1,xpo7,xpo7,1,XBXT10g014039,XBXT10g014039,1
Y,100038117,491475,491475,1,inka1,inka1,1,XBXT10g009008,XBXT10g009008,1
Y,100038118,491733,491733,1,rbm12,rbm12,1,XBXT10g008633,XBXT10g008633,1
Y,100038119,491884,491884,1,phf1,phf1,1,XBXT10g002470,XBXT10g002470,1
Y,100038120,492287,492287,1,ccnl1,ccnl1,1,XBXT10g005761,XBXT10g005761,1
Y,100038121,492315,492315,1,cbx3,cbx3,1,XBXT10g009175,XBXT10g009175,1
Y,100038122,492434,492434,1,cttn,cttn,1,XBXT10g005981,XBXT10g005981,1
Y,100038123,492543,492543,1,tuba1a,tuba1a,1,XBXT10g017182,XBXT10g017182,1
Y,100038124,492665,492665,1,rax,rax,1,XBXT10g006963,XBXT10g006963,1
Y,100038125,492753,492753,1,heca,heca,1,XBXT10g005253,XBXT10g005253,1
Y,100038126,492953,492953,1,daxx,daxx,1,XBXT10g000270,XBXT10g000270,1
Y,100038127,492963,492963,1,slc39a7,slc39a7,1,XBXT10g000277,XBXT10g000277,1
Y,100038128,493431,493431,1,sec61b,sec61b,1,XBXT10g013698,XBXT10g013698,1
Y,100038129,493511,493511,1,coro6,coro6,1,XBXT10g015862,XBXT10g015862,1
Y,100038130,493540,493540,1,magoh,magoh,1,XBXT10g005021,XBXT10g005021,1
Y,100038131,493656,493656,1,dnajb9,dnajb9,1,XBXT10g006147,XBXT10g006147,1
Y,100038134,494053,494053,1,tubgcp5,tubgcp5,1,XBXT10g001852,XBXT10g001852,1
Y,100038135,494377,494377,1,sall2,sall2,1,XBXT10g012854,XBXT10g012854,1
Y,100038136,494566,494566,1,dbnl,dbnl,1,XBXT10g019459,XBXT10g019459,1
Y,100038137,494676,494676,1,sesn3,sesn3,1,XBXT10g013220,XBXT10g013220,1
Y,100038138,494960,494960,1,sdc1,sdc1,1,XBXT10g014477,XBXT10g014477,1
Y,100496142,22169673,22169673,1,adora3.1,adora3.1,1,XBXT10g011489,XBXT10g011489,1
Y,100038141,852757,852757,1,kmt5b,kmt5b,1,XBXT10g004919,XBXT10g004919,1
Y,100038142,852930,852930,1,chn1,chn1,1,XBXT10g013446,XBXT10g013446,1
Y,100038143,853324,853324,1,upk3b,upk3b,1,XBXT10g015064,XBXT10g015064,1
Y,100038144,853609,853609,1,spag1,spag1,1,XBXT10g016850,XBXT10g016850,1
Y,100038145,854592,854592,1,hps6,hps6,1,XBXT10g016209,XBXT10g016209,1
Y,100038146,854737,854737,1,kif5b,kif5b,1,XBXT10g011017,XBXT10g011017,1
Y,100038147,854791,854791,1,numb,numb,1,XBXT10g004621,XBXT10g004621,1
Y,100038148,854937,854937,1,cacna2d2,cacna2d2,1,XBXT10g019077,XBXT10g019077,1
Y,100038149,855803,855803,1,macroh2a1,macroh2a1,1,XBXT10g007109,XBXT10g007109,1
Y,100038150,856231,856231,1,pfdn4,pfdn4,1,XBXT10g008221,XBXT10g008221,1
Y,100038151,478280,478280,1,atat1,atat1,1,XBXT10g019500,XBXT10g019500,1
Y,100038152,481495,481495,1,ppard,ppard,1,XBXT10g001143,XBXT10g001143,1
Y,100038154,478236,478236,1,ptprs,ptprs,1,XBXT10g019544,XBXT10g019544,1
Y,100038155,478525,478525,1,hoxb2,hoxb2,1,XBXT10g014206,XBXT10g014206,1
Y,100038156,482111,482111,1,pkd2,pkd2,1,XBXT10g002392,XBXT10g002392,1
Y,100038157,483630,483630,1,c8g,c8g,1,XBXT10g016033,XBXT10g016033,1
Y,100038158,488852,488852,1,msi2,msi2,1,XBXT10g003422,XBXT10g003422,1
Y,100038159,490490,490490,1,tbca,tbca,1,XBXT10g016677,XBXT10g016677,1
Y,100038160,491156,491156,1,stab2,stab2,1,XBXT10g007990,XBXT10g007990,1
Y,100038161,492360,492360,1,mga,mga,1,XBXT10g006727,XBXT10g006727,1
Y,100038162,494465,494465,1,tpi1,tpi1,1,XBXT10g008969,XBXT10g008969,1
Y,100038163,495448,495448,1,clock,clock,1,XBXT10g001978,XBXT10g001978,1
Y,100038165,855756,855756,1,ahctf1,ahctf1,1,XBXT10g014838,XBXT10g014838,1
Y,100038167,479751,479751,1,zfx,zfx,1,XBXT10g004529,XBXT10g004529,1
Y,100038168,480112,480112,1,nr1i2,nr1i2,1,XBXT10g015505,XBXT10g015505,1
Y,100038169,481210,481210,1,zbtb12,zbtb12,1,XBXT10g018046,XBXT10g018046,1
Y,100038170,482455,482455,1,il17rd,il17rd,1,XBXT10g009682,XBXT10g009682,1
Y,100038171,483049,483049,1,fxyd2,fxyd2,1,XBXT10g013985,XBXT10g013985,1
Y,100038172,483750,483750,1,jak1,jak1,1,XBXT10g014847,XBXT10g014847,1
Y,100038173,486410,486410,1,gdpd2,gdpd2,1,XBXT10g014296,XBXT10g014296,1
Y,100038174,486525,486525,1,qki,qki,1,XBXT10g007866,XBXT10g007866,1
Y,100038176,489917,489917,1,cxcr4,cxcr4,1,XBXT10g004141,XBXT10g004141,1
Y,100038177,491957,491957,1,znf608,znf608,1,XBXT10g007192,XBXT10g007192,1
Y,100038178,492763,492763,1,sema4d,sema4d,1,XBXT10g005033,XBXT10g005033,1
Y,100038179,493382,493382,1,pacsin3,pacsin3,1,XBXT10g004234,XBXT10g004234,1
Y,100038180,493608,493608,1,plk4,plk4,1,XBXT10g006228,XBXT10g006228,1
Y,100038181,853544,853544,1,baz1b,baz1b,1,XBXT10g011852,XBXT10g011852,1
Y,100038182,856594,856594,1,sema4g,sema4g,1,XBXT10g015720,XBXT10g015720,1
Y,100038183,482536,482536,1,nr2c2,nr2c2,1,XBXT10g004221,XBXT10g004221,1
Y,100038184,484718,484718,1,rhobtb1,rhobtb1,1,XBXT10g014066,XBXT10g014066,1
Y,100038185,491865,491865,1,btbd2,btbd2,1,XBXT10g003821,XBXT10g003821,1
Y,100038186,495321,495321,1,pnpla8,pnpla8,1,XBXT10g012968,XBXT10g012968,1
Y,100038187,486903,486903,1,akap17a,akap17a,1,XBXT10g012252,XBXT10g012252,1
Y,100038188,478202,478202,1,apln,apln,1,XBXT10g005373,XBXT10g005373,1
Y,100038189,478355,478355,1,fgg,fgg,1,XBXT10g011756,XBXT10g011756,1
Y,100038190,478544,478544,1,foxe1,foxe1,1,XBXT10g015893,XBXT10g015893,1
Y,100038191,478869,478869,1,avp,avp,1,XBXT10g019492,XBXT10g019492,1
Y,100038192,479027,479027,1,nkx3-1,nkx3-1,1,XBXT10g005735,XBXT10g005735,1
Y,100038193,479701,479701,1,ppp1r2,ppp1r2,1,XBXT10g014571,XBXT10g014571,1
Y,100038194,481391,481391,1,smurf2,smurf2,1,XBXT10g002646,XBXT10g002646,1
Y,100038195,481625,481625,1,epb41,epb41,1,XBXT10g012644,XBXT10g012644,1
Y,100038196,481907,481907,1,osr2,osr2,1,XBXT10g001375,XBXT10g001375,1
Y,100038197,482160,482160,1,ly6g6c,ly6g6c,1,XBXT10g000218,XBXT10g000218,1
Y,100038198,482545,482545,1,trak2,trak2,1,XBXT10g012741,XBXT10g012741,1
Y,100038199,482911,482911,1,nelfe,nelfe,1,XBXT10g015908,XBXT10g015908,1
Y,100038200,483338,483338,1,nfe2l3,nfe2l3,1,XBXT10g006580,XBXT10g006580,1
Y,100038201,484376,484376,1,irx5,irx5,1,XBXT10g000587,XBXT10g000587,1
Y,100038202,484495,484495,1,pdgfa,pdgfa,1,XBXT10g018030,XBXT10g018030,1
Y,100038203,484896,484896,1,ptges,ptges,1,XBXT10g008134,XBXT10g008134,1
Y,100038204,485682,485682,1,diras2,diras2,1,XBXT10g002042,XBXT10g002042,1
Y,100038205,486113,486113,1,lhb,lhb,1,XBXT10g017375,XBXT10g017375,1
Y,100038206,486218,486218,1,eya3,eya3,1,XBXT10g000881,XBXT10g000881,1
Y,100038207,486233,486233,1,skic2,skic2,1,XBXT10g005972,XBXT10g005972,1
Y,100038208,486817,486817,1,irx1,irx1,1,XBXT10g017080,XBXT10g017080,1
Y,100038209,487032,487032,1,sox5,sox5,1,XBXT10g003645,XBXT10g003645,1
Y,100038210,487270,487270,1,syngap1,syngap1,1,XBXT10g010679,XBXT10g010679,1
Y,100038211,487620,487620,1,mcl1,mcl1,1,XBXT10g015705,XBXT10g015705,1
Y,100038212,487951,487951,1,pax1,pax1,1,XBXT10g008101,XBXT10g008101,1
Y,100038213,488406,488406,1,prcc,prcc,1,XBXT10g008339,XBXT10g008339,1
Y,100038214,488495,488495,1,btaf1,btaf1,1,XBXT10g008464,XBXT10g008464,1
Y,100038215,489205,489205,1,pitpna,pitpna,1,XBXT10g008373,XBXT10g008373,1
Y,100038216,489289,489289,1,dstn,dstn,1,XBXT10g012258,XBXT10g012258,1
Y,100038217,489435,489435,1,rhov,rhov,1,XBXT10g009413,XBXT10g009413,1
Y,100038218,489644,489644,1,ttll7,ttll7,1,XBXT10g014716,XBXT10g014716,1
Y,100038219,489677,489677,1,arvcf,arvcf,1,XBXT10g000041,XBXT10g000041,1
Y,100038220,490387,490387,1,afap1l1,afap1l1,1,XBXT10g005932,XBXT10g005932,1
Y,100038221,490633,490633,1,gcnt2.2,gcnt2.2,1,XBXT10g003768,XBXT10g003768,1
Y,100038222,490782,490782,1,hnrnpu,hnrnpu,1,XBXT10g016225,XBXT10g016225,1
Y,100038224,491846,491846,1,chek1,chek1,1,XBXT10g007624,XBXT10g007624,1
Y,100038225,492150,492150,1,rreb1,rreb1,1,XBXT10g005958,XBXT10g005958,1
Y,100038226,492617,492617,1,fubp3,fubp3,1,XBXT10g004261,XBXT10g004261,1
Y,100038227,493077,493077,1,srsf4,srsf4,1,XBXT10g006839,XBXT10g006839,1
Y,100038228,493351,493351,1,nfkbil1,nfkbil1,1,XBXT10g010310,XBXT10g010310,1
Y,100038229,493493,493493,1,rbpms,rbpms,1,XBXT10g010579,XBXT10g010579,1
Y,100038230,493638,493638,1,eef1e1,eef1e1,1,XBXT10g000590,XBXT10g000590,1
Y,100038231,493829,493829,1,rab6b,rab6b,1,XBXT10g019563,XBXT10g019563,1
Y,100038232,494115,494115,1,arpc3,arpc3,1,XBXT10g004854,XBXT10g004854,1
Y,100038234,495119,495119,1,fus,fus,1,XBXT10g015518,XBXT10g015518,1
Y,100038236,852771,852771,1,sftpc,sftpc,1,XBXT10g001776,XBXT10g001776,1
Y,100038237,853274,853274,1,nipbl,nipbl,1,XBXT10g006066,XBXT10g006066,1
Y,100038238,853430,853430,1,cebpe,cebpe,1,XBXT10g016130,XBXT10g016130,1
Y,100038240,484563,484563,1,pik3c2a,pik3c2a,1,XBXT10g019745,XBXT10g019745,1
Y,100038241,493249,493249,1,tgfb1i1,tgfb1i1,1,XBXT10g008826,XBXT10g008826,1
Y,100038242,487490,487490,1,dio3,dio3,1,XBXT10g023537,XBXT10g023537,1
Y,100038243,488953,488953,1,thyn1,thyn1,1,XBXT10g010584,XBXT10g010584,1
Y,100038244,489652,489652,1,slc12a2,slc12a2,1,XBXT10g016660,XBXT10g016660,1
Y,100038245,493040,493040,1,hap1,hap1,1,XBXT10g019183,XBXT10g019183,1
Y,100038251,995111,995111,1,btg3,btg3,1,XBXT10g017380,XBXT10g017380,1
Y,100038252,961516,961516,1,wwp2,wwp2,1,XBXT10g014697,XBXT10g014697,1
Y,100038253,6044719,6044719,1,znf208,znf208,1,XBXT10g023120,XBXT10g023120,1
Y,100038254,987516,987516,1,ero1b,ero1b,1,XBXT10g012991,XBXT10g012991,1
Y,100038255,992697,992697,1,wwp1,wwp1,1,XBXT10g005236,XBXT10g005236,1
Y,100038256,984521,984521,1,tfip11,tfip11,1,XBXT10g006284,XBXT10g006284,1
Y,100038257,923183,923183,1,ap2a1,ap2a1,1,XBXT10g003783,XBXT10g003783,1
Y,100038258,946427,946427,1,lrpap1,lrpap1,1,XBXT10g015230,XBXT10g015230,1
Y,100038259,966419,966419,1,sulf1,sulf1,1,XBXT10g009000,XBXT10g009000,1
Y,100038260,1008447,1008447,1,rfx7,rfx7,1,XBXT10g018888,XBXT10g018888,1
Y,100038261,486595,486595,1,wnt2,wnt2,1,XBXT10g002347,XBXT10g002347,1
Y,100038262,957194,957194,1,tmem35a,tmem35a,1,XBXT10g002507,XBXT10g002507,1
Y,100038263,5880620,5880620,1,foxl1,foxl1,1,XBXT10g006325,XBXT10g006325,1
Y,100038264,951303,951303,1,dipk1a,dipk1a,1,XBXT10g008482,XBXT10g008482,1
Y,100038265,940117,940117,1,crebl2,crebl2,1,XBXT10g011964,XBXT10g011964,1
Y,100038266,855781,855781,1,paip1,paip1,1,XBXT10g001900,XBXT10g001900,1
Y,100038267,980487,980487,1,slx4ip,slx4ip,1,XBXT10g003801,XBXT10g003801,1
Y,100038268,487643,487643,1,prkcq,prkcq,1,XBXT10g016240,XBXT10g016240,1
Y,100038269,994663,994663,1,amer2,amer2,1,XBXT10g008735,XBXT10g008735,1
Y,100038270,973776,973776,1,far1,far1,1,XBXT10g002440,XBXT10g002440,1
Y,100038271,985346,985346,1,parp6,parp6,1,XBXT10g010196,XBXT10g010196,1
Y,100038272,5902338,5902338,1,mrps6,mrps6,1,XBXT10g017740,XBXT10g017740,1
Y,100038273,5919609,5919609,1,hsf2.2,hsf2.2,1,XBXT10g012552,XBXT10g012552,1
Y,100038274,480800,480800,1,fzd8,fzd8,1,XBXT10g016003,XBXT10g016003,1
Y,100038275,5860641,5860641,1,mettl21a,mettl21a,1,XBXT10g005715,XBXT10g005715,1
Y,100038276,5787238,5787238,1,fam181a,fam181a,1,XBXT10g016182,XBXT10g016182,1
Y,100038277,5954567,5954567,1,col5a1,col5a1,1,XBXT10g011019,XBXT10g011019,1
Y,100038278,5834068,5834068,1,hsd11b1l.2,hsd11b1l.2,1,XBXT10g018700,XBXT10g018700,1
Y,100038279,5905916,5905916,1,slc16a13,slc16a13,1,XBXT10g016229,XBXT10g016229,1
Y,100038280,979137,979137,1,zdhhc6,zdhhc6,1,XBXT10g010630,XBXT10g010630,1
Y,100038281,985780,985780,1,tmem174.2,tmem174.2,1,XBXT10g018963,XBXT10g018963,1
Y,100038282,982219,982219,1,slc39a14,slc39a14,1,XBXT10g016254,XBXT10g016254,1
Y,100038283,942094,942094,1,gnai1,gnai1,1,XBXT10g009842,XBXT10g009842,1
Y,100038284,973185,973185,1,slc25a15.2,slc25a15.2,1,XBXT10g012856,XBXT10g012856,1
Y,100038285,961541,961541,1,gk,gk,1,XBXT10g000908,XBXT10g000908,1
Y,100038286,968597,968597,1,gng3,gng3,1,XBXT10g013316,XBXT10g013316,1
Y,100038287,5856115,5856115,1,naa38,naa38,1,XBXT10g004035,XBXT10g004035,1
Y,100038288,6257957,6257957,1,fosl1,fosl1,1,XBXT10g005506,XBXT10g005506,1
Y,100038289,1001484,1001484,1,pum3,pum3,1,XBXT10g004739,XBXT10g004739,1
Y,100038290,963757,963757,1,neurod1,neurod1,1,XBXT10g017155,XBXT10g017155,1
Y,100038291,923171,923171,1,ncam1,ncam1,1,XBXT10g006535,XBXT10g006535,1
Y,100038292,997654,997654,1,emilin1,emilin1,1,XBXT10g018254,XBXT10g018254,1
Y,100038293,970178,970178,1,top2a,top2a,1,XBXT10g007416,XBXT10g007416,1
Y,100038294,876279,876279,1,neurog3,neurog3,1,XBXT10g016329,XBXT10g016329,1
Y,100038295,6454709,6454709,1,krtcap2,krtcap2,1,XBXT10g016398,XBXT10g016398,1
Y,100038297,957638,957638,1,cenps,cenps,1,XBXT10g009174,XBXT10g009174,1
Y,100038298,488164,488164,1,angptl2,angptl2,1,XBXT10g005616,XBXT10g005616,1
Y,100038299,980129,980129,1,ints8,ints8,1,XBXT10g015307,XBXT10g015307,1
Y,100038300,984453,984453,1,masp1,masp1,1,XBXT10g006642,XBXT10g006642,1
Y,100038301,942612,942612,1,kifap3,kifap3,1,XBXT10g004742,XBXT10g004742,1
Y,100038302,1014191,1014191,1,snca,snca,1,XBXT10g008518,XBXT10g008518,1
Y,100038303,5819952,5819952,1,mrpl20,mrpl20,1,XBXT10g006803,XBXT10g006803,1
Y,100038304,478689,478689,1,bag6,bag6,1,XBXT10g018363,XBXT10g018363,1
N,100038305,NA,,0,LOC100038305,,0,XBXT10g009713,,0
Y,548375,854726,854726,1,alpi.1,alpi.1,1,XBXT10g000348,XBXT10g000348,1
Y,100038818,6453899,6453899,1,brca2,brca2,1,XBXT10g005249,XBXT10g005249,1
Y,100101245,493757,493757,1,atrip,atrip,1,XBXT10g013972,XBXT10g013972,1
Y,100101655,493469,493469,1,phactr3,phactr3,1,XBXT10g005262,XBXT10g005262,1
Y,100101657,852715,852715,1,cers5,cers5,1,XBXT10g019995,XBXT10g019995,1
Y,100101658,853166,853166,1,vsx1,vsx1,1,XBXT10g003472,XBXT10g003472,1
Y,100101659,854103,854103,1,satb1,satb1,1,XBXT10g009616,XBXT10g009616,1
Y,100101660,855611,855611,1,mn1,mn1,1,XBXT10g005713,XBXT10g005713,1
Y,100101661,868385,868385,1,tspan18,tspan18,1,XBXT10g005544,XBXT10g005544,1
Y,100101662,876613,876613,1,dach2,dach2,1,XBXT10g010849,XBXT10g010849,1
Y,100101663,876649,876649,1,emx1l,emx1l,1,XBXT10g009267,XBXT10g009267,1
Y,100101664,919773,919773,1,ipo7,ipo7,1,XBXT10g010837,XBXT10g010837,1
Y,100101665,919827,919827,1,ctnnd1,ctnnd1,1,XBXT10g013411,XBXT10g013411,1
Y,100101666,919974,919974,1,sycp2l,sycp2l,1,XBXT10g011515,XBXT10g011515,1
Y,100101667,919985,919985,1,bloc1s5,bloc1s5,1,XBXT10g005261,XBXT10g005261,1
Y,549994,958927,958927,1,anapc13.1,anapc13.1,1,XBXT10g007850,XBXT10g007850,1
Y,100101669,921537,921537,1,cd276,cd276,1,XBXT10g014215,XBXT10g014215,1
Y,100101670,921780,921780,1,gusb,gusb,1,XBXT10g019855,XBXT10g019855,1
Y,100101671,921978,921978,1,sds,sds,1,XBXT10g006413,XBXT10g006413,1
Y,100101672,922302,922302,1,vcan,vcan,1,XBXT10g019173,XBXT10g019173,1
Y,100101673,922526,922526,1,vps11,vps11,1,XBXT10g015442,XBXT10g015442,1
Y,100101674,922547,922547,1,tpp2,tpp2,1,XBXT10g017202,XBXT10g017202,1
Y,100101675,923326,923326,1,myom1,myom1,1,XBXT10g004539,XBXT10g004539,1
Y,100101677,6258723,6258723,1,crebbp,crebbp,1,XBXT10g008908,XBXT10g008908,1
Y,100101678,939822,939822,1,c2h2orf49,c2h2orf49,1,XBXT10g010685,XBXT10g010685,1
Y,100101679,478094,478094,1,nr1d1,nr1d1,1,XBXT10g018455,XBXT10g018455,1
Y,100101680,478752,478752,1,mapkap1,mapkap1,1,XBXT10g017309,XBXT10g017309,1
Y,100101681,480018,480018,1,nr2f1,nr2f1,1,XBXT10g004998,XBXT10g004998,1
Y,100101682,480893,480893,1,nr4a2,nr4a2,1,XBXT10g019619,XBXT10g019619,1
Y,100101683,484243,484243,1,mydgf,mydgf,1,XBXT10g019858,XBXT10g019858,1
Y,100101684,486172,486172,1,esrrg,esrrg,1,XBXT10g013469,XBXT10g013469,1
Y,100101685,490704,490704,1,cnksr2,cnksr2,1,XBXT10g011970,XBXT10g011970,1
Y,100101686,493689,493689,1,magi2,magi2,1,XBXT10g001865,XBXT10g001865,1
Y,100101687,853572,853572,1,edil3,edil3,1,XBXT10g011486,XBXT10g011486,1
Y,100101688,854457,854457,1,chrnb2,chrnb2,1,XBXT10g008963,XBXT10g008963,1
Y,100101689,862914,862914,1,ctcf,ctcf,1,XBXT10g011095,XBXT10g011095,1
Y,100101690,876787,876787,1,ilrun,ilrun,1,XBXT10g012809,XBXT10g012809,1
Y,100101691,921479,921479,1,cks1b,cks1b,1,XBXT10g007822,XBXT10g007822,1
Y,100101692,478656,478656,1,ankrd6,ankrd6,1,XBXT10g003623,XBXT10g003623,1
Y,100101693,487404,487404,1,arnt2,arnt2,1,XBXT10g008039,XBXT10g008039,1
Y,100101694,494512,494512,1,lrp4,lrp4,1,XBXT10g007384,XBXT10g007384,1
Y,100101695,489076,489076,1,dynlrb1,dynlrb1,1,XBXT10g015037,XBXT10g015037,1
Y,100101696,478972,478972,1,ppt2,ppt2,1,XBXT10g016283,XBXT10g016283,1
Y,100101697,479210,479210,1,dll1,dll1,1,XBXT10g000483,XBXT10g000483,1
Y,100101698,479505,479505,1,rln3,rln3,1,XBXT10g005017,XBXT10g005017,1
Y,100101699,479837,479837,1,klf13,klf13,1,XBXT10g016836,XBXT10g016836,1
Y,100101700,480304,480304,1,sox10,sox10,1,XBXT10g017806,XBXT10g017806,1
Y,100101701,480688,480688,1,nrp1,nrp1,1,XBXT10g003176,XBXT10g003176,1
Y,100101702,480717,480717,1,six1,six1,1,XBXT10g016073,XBXT10g016073,1
Y,100101703,480993,480993,1,shox2,shox2,1,XBXT10g001922,XBXT10g001922,1
Y,100101704,481426,481426,1,hand2,hand2,1,XBXT10g000929,XBXT10g000929,1
Y,100101705,483146,483146,1,six6,six6,1,XBXT10g015579,XBXT10g015579,1
Y,100101707,483812,483812,1,baiap2l1,baiap2l1,1,XBXT10g009534,XBXT10g009534,1
Y,100101708,482482,482482,1,lhx1,lhx1,1,XBXT10g015504,XBXT10g015504,1
Y,100101709,482866,482866,1,prl.1,prl.1,1,XBXT10g002098,XBXT10g002098,1
Y,100101710,484153,484153,1,pcdh20,pcdh20,1,XBXT10g013878,XBXT10g013878,1
Y,100101711,484543,484543,1,grem1,grem1,1,XBXT10g020032,XBXT10g020032,1
Y,100101712,484646,484646,1,foxf2,foxf2,1,XBXT10g019186,XBXT10g019186,1
Y,100101713,484669,484669,1,pbx2,pbx2,1,XBXT10g001742,XBXT10g001742,1
Y,100101715,485370,485370,1,sox14,sox14,1,XBXT10g010237,XBXT10g010237,1
Y,100101716,485545,485545,1,dcn,dcn,1,XBXT10g009035,XBXT10g009035,1
Y,100101717,485735,485735,1,nrp2,nrp2,1,XBXT10g004847,XBXT10g004847,1
Y,100101718,485905,485905,1,ins,ins,1,XBXT10g019974,XBXT10g019974,1
Y,100101719,485975,485975,1,tcf7l2,tcf7l2,1,XBXT10g018923,XBXT10g018923,1
Y,100101720,487299,487299,1,igfbp2,igfbp2,1,XBXT10g010454,XBXT10g010454,1
Y,100101721,487536,487536,1,nphp4.2,nphp4.2,1,XBXT10g009747,XBXT10g009747,1
Y,100101723,488606,488606,1,efnb2,efnb2,1,XBXT10g000189,XBXT10g000189,1
Y,100101724,489160,489160,1,smn1,smn1,1,XBXT10g005194,XBXT10g005194,1
Y,100101725,489298,489298,1,rab31,rab31,1,XBXT10g018865,XBXT10g018865,1
Y,100101726,490195,490195,1,rac3,rac3,1,XBXT10g015590,XBXT10g015590,1
Y,100101727,490606,490606,1,tubgcp6,tubgcp6,1,XBXT10g007011,XBXT10g007011,1
Y,100101728,490983,490983,1,tubgcp3,tubgcp3,1,XBXT10g005775,XBXT10g005775,1
Y,100101729,491791,491791,1,olfm1,olfm1,1,XBXT10g008415,XBXT10g008415,1
Y,100101730,954971,954971,1,aig1,aig1,1,XBXT10g017137,XBXT10g017137,1
Y,100101731,492709,492709,1,poll,poll,1,XBXT10g014316,XBXT10g014316,1
Y,100101732,492716,492716,1,ina,ina,1,XBXT10g013644,XBXT10g013644,1
Y,100101733,492836,492836,1,sh2b3,sh2b3,1,XBXT10g007451,XBXT10g007451,1
Y,100101735,919749,919749,1,cd3e,cd3e,1,XBXT10g008861,XBXT10g008861,1
Y,100101736,921525,921525,1,ccnb1,ccnb1,1,XBXT10g017491,XBXT10g017491,1
Y,100101737,478600,478600,1,frs3,frs3,1,XBXT10g003741,XBXT10g003741,1
Y,100101738,489696,489696,1,csdc2,csdc2,1,XBXT10g010656,XBXT10g010656,1
Y,100101739,921957,921957,1,lingo1,lingo1,1,XBXT10g019133,XBXT10g019133,1
Y,100101740,920564,920564,1,sh3bp5l,sh3bp5l,1,XBXT10g018378,XBXT10g018378,1
Y,100101741,481084,481084,1,arrb2,arrb2,1,XBXT10g017100,XBXT10g017100,1
Y,100101742,482683,482683,1,foxp2,foxp2,1,XBXT10g007069,XBXT10g007069,1
Y,100101743,492943,492943,1,unc93b1,unc93b1,1,XBXT10g011491,XBXT10g011491,1
Y,100101744,493820,493820,1,thy1,thy1,1,XBXT10g017743,XBXT10g017743,1
Y,100101745,494827,494827,1,fscn2,fscn2,1,XBXT10g002013,XBXT10g002013,1
Y,100101746,853290,853290,1,egr2,egr2,1,XBXT10g013907,XBXT10g013907,1
Y,100101748,866790,866790,1,sipa1l1,sipa1l1,1,XBXT10g007265,XBXT10g007265,1
Y,100101749,876152,876152,1,dmrt2,dmrt2,1,XBXT10g003939,XBXT10g003939,1
Y,100101750,876850,876850,1,dlx1,dlx1,1,XBXT10g017691,XBXT10g017691,1
Y,100101751,876869,876869,1,krt7,krt7,1,XBXT10g012177,XBXT10g012177,1
Y,100101752,919922,919922,1,scaf8,scaf8,1,XBXT10g014558,XBXT10g014558,1
Y,100101753,920068,920068,1,nefh,nefh,1,XBXT10g012391,XBXT10g012391,1
Y,100101754,921677,921677,1,mxra8,mxra8,1,XBXT10g008100,XBXT10g008100,1
Y,100101755,921994,921994,1,sf3b3,sf3b3,1,XBXT10g004819,XBXT10g004819,1
Y,100101756,922120,922120,1,polr2i,polr2i,1,XBXT10g012912,XBXT10g012912,1
Y,100101757,922256,922256,1,ube4a,ube4a,1,XBXT10g019518,XBXT10g019518,1
Y,100101758,922598,922598,1,ccndbp1,ccndbp1,1,XBXT10g009269,XBXT10g009269,1
Y,100101759,923338,923338,1,ddx27,ddx27,1,XBXT10g016200,XBXT10g016200,1
Y,100101761,478410,478410,1,nr1d2,nr1d2,1,XBXT10g007404,XBXT10g007404,1
Y,100101762,478907,478907,1,slc9b2,slc9b2,1,XBXT10g002437,XBXT10g002437,1
Y,100101763,480152,480152,1,onecut1,onecut1,1,XBXT10g007107,XBXT10g007107,1
Y,100101764,481530,481530,1,map3k7,map3k7,1,XBXT10g009896,XBXT10g009896,1
Y,100101765,482203,482203,1,tnfrsf11a,tnfrsf11a,1,XBXT10g003822,XBXT10g003822,1
Y,100101766,484602,484602,1,mapk11,mapk11,1,XBXT10g012629,XBXT10g012629,1
Y,100101767,486704,486704,1,kazald1,kazald1,1,XBXT10g015850,XBXT10g015850,1
Y,100101768,491820,491820,1,shc3,shc3,1,XBXT10g015550,XBXT10g015550,1
Y,100101769,494709,494709,1,prkcz,prkcz,1,XBXT10g002502,XBXT10g002502,1
Y,100101770,853623,853623,1,ankrd46,ankrd46,1,XBXT10g011329,XBXT10g011329,1
Y,100101771,868353,868353,1,camk2a,camk2a,1,XBXT10g003139,XBXT10g003139,1
Y,100101772,876375,876375,1,tmeff1,tmeff1,1,XBXT10g008877,XBXT10g008877,1
