GENE_SYMBOL	GENE_NAME	MODEL_ID	ENTREZ_ID	XB_GENE_ID
LOC100485872	olfactory receptor 5V1-like	XBXT10g004746	100485872	29078039
LOC100485879	glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1	XBXT10g000571	100485879	29078043
LOC100485882	olfactory receptor 10C1-like	XBXT10g004020	100485882	29078047
LOC100485897	alpha-(1,3)-fucosyltransferase 6	XBXT10g015519	100485897	29078051
LOC100485898	interaptin	XBXT10g005783	100485898	29078055
LOC100485902	olfactory receptor 146-like	XBXT10g004504	100485902	29078059
LOC100485927	toll-like receptor 2 type-2	XBXT10g023821	100485927	29078063
LOC100485943	oocyte zinc finger protein XlCOF7.1	XBXT10g005622	100485943	29078067
LOC100485955	uncharacterized transmembrane protein DDB_G0289901	XBXT10g009086	100485955	29078071
LOC100485969	ATP-binding cassette sub-family B member 5	XBXT10g003134	100485969	29078075
LOC100485970	STE20-like serine/threonine-protein kinase	XBXT10g002726	100485970	29078079
LOC100485974	rho GTPase-activating protein 39	XBXT10g004696	100485974	29078083
LOC100485975	uncharacterized LOC100485975	XBXT10g014912	100485975	29078087
LOC100485981	nicotinamide N-methyltransferase	XBXT10g010713	100485981	29078091
LOC100485985	extracellular calcium-sensing receptor	XBXT10g024229	100485985	29078095
LOC100485991	uncharacterized LOC100485991	XBXT10g024116	100485991	29078099
LOC100485994	olfactory receptor 5V1-like	XBXT10g005511	100485994	29078103
LOC100485996	Golgi integral membrane protein 4	XBXT10g017705	100485996	29078107
LOC100485997	deleted in malignant brain tumors 1 protein	XBXT10g017499	100485997	29078111
LOC100486003	uncharacterized LOC100486003	XBXT10g010426	100486003	29078115
LOC100486013	ankyrin repeat domain-containing protein 9	XBXT10g014427	100486013	29078119
LOC100486017	pancreatic triacylglycerol lipase	XBXT10g019456	100486017	29078123
LOC100486021	uncharacterized LOC100486021	XBXT10g000954	100486021	29078127
LOC100486026	olfactory receptor 52L1	XBXT10g024208	100486026	29078131
LOC100486030	glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1	XBXT10g028660	100486030	29078135
LOC100486032	motor neuron and pancreas homeobox protein 1-like	XBXT10g011167	100486032	29078139
LOC100486033	olfactory receptor 6B1-like	XBXT10g013485	100486033	29078143
LOC100486035	uncharacterized LOC100486035	XBXT10g012727	100486035	29078147
LOC100486048	interferon-induced transmembrane protein 1	XBXT10g026223	100486048	29078151
LOC100486055	olfactory receptor 1	XBXT10g012280	100486055	29078155
LOC100486059	uncharacterized LOC100486059	XBXT10g026430	100486059	29078159
LOC100486078	polypeptide N-acetylgalactosaminyltransferase 10	XBXT10g029516	100486078	29078163
LOC100486100	olfactory receptor 688	XBXT10g016263	100486100	29078167
LOC100486117	NXPE family member 3	XBXT10g012777	100486117	29078171
LOC100486125	serine/threonine-protein kinase Nek11	XBXT10g003786	100486125	29078175
LOC100486128	extracellular calcium-sensing receptor	XBXT10g007970	100486128	29078179
LOC100486129	isoaspartyl peptidase/L-asparaginase	XBXT10g018565	100486129	29078183
LOC100486133	cortexin-3-like	XBXT10g019779	100486133	29078187
LOC100486140	olfactory receptor 8H1-like	XBXT10g006484	100486140	29078191
LOC100486142	uncharacterized LOC100486142	XBXT10g010493	100486142	29078195
LOC100486148	gamma-aminobutyric acid receptor subunit rho-2	XBXT10g016915	100486148	29078199
LOC100486155	zinc finger protein 585A-like	XBXT10g023332	100486155	29078203
LOC100486156	sialic acid-binding Ig-like lectin 12	XBXT10g021192	100486156	29078207
LOC100486157	ankyrin repeat domain-containing protein 9	XBXT10g017301	100486157	29078211
LOC100486158	uncharacterized LOC100486158	XBXT10g024949	100486158	29078215
LOC100486161	pancreatic triacylglycerol lipase	XBXT10g007405	100486161	29078219
LOC100486174	glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1	XBXT10g010253	100486174	29078223
LOC100486187	Ig-like V-type domain-containing protein FAM187A	XBXT10g016187	100486187	29078227
LOC100486201	olfactory receptor 1	XBXT10g002184	100486201	29078231
LOC100486202	oocyte zinc finger protein XlCOF6-like	XBXT10g010510	100486202	29078235
LOC100486206	dihydrofolate reductase	XBXT10g010458	100486206	29078239
LOC100486213	olfactory receptor 6B1-like	XBXT10g011006	100486213	29078243
LOC100486242	tyrosinase-like	XBXT10g018450	100486242	29078247
LOC100486243	olfactory receptor 56A1	XBXT10g014640	100486243	29078251
LOC100486247	uncharacterized LOC100486247	XBXT10g005982	100486247	29078255
LOC100486257	taste receptor type 2 member 10	XBXT10g004417	100486257	29078259
LOC100486258	NXPE family member 3-like	XBXT10g013259	100486258	29078263
LOC100486268	sulfotransferase 2B1	XBXT10g009002	100486268	29078267
LOC100486273	vomeronasal type-2 receptor 26	XBXT10g008704	100486273	29078271
LOC100486283	vomeronasal type-1 receptor A14	XBXT10g011657	100486283	29078275
LOC100486289	uncharacterized LOC100486289	XBXT10g000860	100486289	29078279
LOC100486303	extracellular calcium-sensing receptor	XBXT10g010518	100486303	29078283
LOC100486323	glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1	XBXT10g015344	100486323	29078287
LOC100486333	serine/threonine-protein kinase Nek6	XBXT10g018029	100486333	29078291
LOC100486337	interferon-induced protein with tetratricopeptide repeats 5-like	XBXT10g019216	100486337	29078295
LOC100486352	uncharacterized LOC100486352	XBXT10g015279	100486352	29078299
LOC100486357	dentin sialophosphoprotein	XBXT10g024647	100486357	29078303
LOC100486361	synaptotagmin-like protein 2	XBXT10g017746	100486361	29078307
LOC100486380	uncharacterized LOC100486380	XBXT10g016957	100486380	29078311
LOC100486384	zinc finger BED domain-containing protein 1	XBXT10g014032	100486384	29078315
LOC100486392	olfactory receptor 6B1	XBXT10g011464	100486392	29078319
LOC100486393	hemagglutinin/amebocyte aggregation factor	XBXT10g020264	100486393	29078323
LOC100486419	extracellular calcium-sensing receptor	XBXT10g024985	100486419	29078327
LOC100486425	uncharacterized LOC100486425	XBXT10g021338	100486425	29078331
LOC100486431	olfactory receptor 5V1-like	XBXT10g008802	100486431	29078335
LOC100486435	DnaJ heat shock protein family (Hsp40) member C27	XBXT10g000644	100486435	29078339
LOC100486441	extracellular calcium-sensing receptor	XBXT10g014106	100486441	29078343
LOC100486443	zinc finger protein Xfin-like	XBXT10g006524	100486443	29078347
LOC100486462	solute carrier family 40 member 1	XBXT10g014268	100486462	29078351
LOC100486474	meckelin	XBXT10g014475	100486474	29078355
LOC100486478	gastrula zinc finger protein XlCGF8.2DB-like	XBXT10g025821	100486478	29078359
LOC100486481	interferon-induced protein with tetratricopeptide repeats 5	XBXT10g013535	100486481	29078363
LOC100486484	dispanin subfamily A member 2b	XBXT10g007134	100486484	29078367
LOC100486498	nectin-1-like	XBXT10g020820	100486498	29078371
LOC100486501	uncharacterized LOC100486501	XBXT10g009551	100486501	29078375
LOC100486511	somatostatin-1	XBXT10g017232	100486511	29078379
LOC100486529	hepatic lectin-like	XBXT10g007633	100486529	29078383
LOC100486532	kyphoscoliosis peptidase-like	XBXT10g004470	100486532	29078387
LOC100486535	uncharacterized LOC100486535	XBXT10g015513	100486535	29078391
LOC100486548	splicing regulatory glutamine/lysine-rich protein 1	XBXT10g007367	100486548	29078395
LOC100486572	gastrokine-1	XBXT10g019343	100486572	29078399
LOC100486580	uncharacterized LOC100486580	XBXT10g016641	100486580	29078403
LOC100486588	uncharacterized LOC100486588	XBXT10g003309	100486588	29078407
LOC100486598	exportin-5	XBXT10g000631	100486598	29078411
LOC100486607	transmembrane protein 180	XBXT10g014342	100486607	29078415
LOC100486623	olfactory receptor 5I1	XBXT10g024713	100486623	29078419
LOC100486631	cohesin subunit SA-2	XBXT10g005431	100486631	29078423
LOC100486632	solute carrier family 23 member 2	XBXT10g016791	100486632	29078427
LOC100486641	proprotein convertase subtilisin/kexin type 5	XBXT10g014173	100486641	29078431
LOC100486653	histone H3.v1	XBXT10g001823	100486653	29078435
LOC100486672	histone H2A type 2-B	XBXT10g012635	100486672	29078439
LOC100486691	vomeronasal type-2 receptor 26	XBXT10g025155	100486691	29078443
LOC100486692	uncharacterized LOC100486692	XBXT10g014566	100486692	29078447
LOC100486694	immunoglobulin kappa light chain	XBXT10g003190	100486694	29078451
LOC100486697	protein ZBED8-like	XBXT10g021721	100486697	29078455
LOC100486730	gastrokine-3	XBXT10g012427	100486730	29078459
LOC100486737	NACHT, LRR and PYD domains-containing protein 4	XBXT10g006001	100486737	29078463
LOC100486739	mucosal pentraxin	XBXT10g014315	100486739	29078467
LOC100486753	syncollin	XBXT10g007092	100486753	29078471
LOC100486763	butyrophilin subfamily 3 member A2	XBXT10g003096	100486763	29078475
LOC100486764	phosphorylase b kinase regulatory subunit alpha, skeletal muscle isoform-like	XBXT10g024211	100486764	29078479
LOC100486773	uncharacterized LOC100486773	XBXT10g011117	100486773	29078483
LOC100486775	E3 ubiquitin-protein ligase TRIM39	XBXT10g017189	100486775	29078487
LOC100486784	putative claudin-24	XBXT10g007123	100486784	29078491
LOC100486793	zinc finger protein OZF-like	XBXT10g015786	100486793	29078495
LOC100486831	serine/threonine-protein kinase 3	XBXT10g019661	100486831	29078499
LOC100486832	fibroleukin	XBXT10g006243	100486832	29078503
LOC100486839	alcohol dehydrogenase 1	XBXT10g017070	100486839	29078507
LOC100486856	NXPE family member 2	XBXT10g009613	100486856	29078511
LOC100486867	EF-hand calcium-binding domain-containing protein 6	XBXT10g000154	100486867	29078515
LOC100486870	histone H2B 1.1-like	XBXT10g008680	100486870	29078519
LOC100486894	uncharacterized LOC100486894	XBXT10g011327	100486894	29078523
LOC100486896	vomeronasal type-2 receptor 26	XBXT10g024882	100486896	29078527
LOC100486900	protein phosphatase 1 regulatory subunit 3D	XBXT10g010108	100486900	29078531
LOC100486901	transmembrane protein 211-like	XBXT10g010954	100486901	29078535
LOC100486915	fibrocystin-L	XBXT10g003726	100486915	29078539
LOC100486918	uncharacterized LOC100486918	XBXT10g005542	100486918	29078543
LOC100486922	alpha-2-macroglobulin-like protein 1	XBXT10g023777	100486922	29078547
LOC100486940	olfactory receptor 5V1-like	XBXT10g006332	100486940	29078551
LOC100486944	macrophage mannose receptor 1	XBXT10g012377	100486944	29078555
LOC100486950	t-SNARE domain-containing protein 1-like	XBXT10g020051	100486950	29078559
LOC100486951	zinc finger protein 25	XBXT10g008778	100486951	29078563
LOC100486952	uncharacterized LOC100486952	XBXT10g017378	100486952	29078567
LOC100486954	interferon-induced protein with tetratricopeptide repeats 5	XBXT10g024249	100486954	29078571
LOC100486956	sn1-specific diacylglycerol lipase alpha	XBXT10g029486	100486956	29078575
LOC100486969	waprin-Phi1	XBXT10g004532	100486969	29078579
LOC100486975	olfactory receptor 52K2	XBXT10g012390	100486975	29078583
LOC100486992	renalase	XBXT10g005211	100486992	29078587
LOC100487005	aminopeptidase NAALADL1	XBXT10g003749	100487005	29078591
LOC100487008	uncharacterized LOC100487008	XBXT10g014311	100487008	29078595
LOC100487011	NXPE family member 4	XBXT10g009318	100487011	29078599
LOC100487054	cytochrome P450 3A29	XBXT10g016289	100487054	29078603
LOC100487067	histone H2A type 1	XBXT10g026357	100487067	29078607
LOC100487072	E3 ubiquitin/ISG15 ligase TRIM25	XBXT10g020998	100487072	29078611
LOC100487093	EF-hand calcium-binding domain-containing protein 6	XBXT10g018886	100487093	29078615
LOC100487103	oocyte zinc finger protein XlCOF7.1	XBXT10g008300	100487103	29078619
LOC100487106	interferon-induced protein with tetratricopeptide repeats 5-like	XBXT10g006912	100487106	29078623
LOC100487110	signal-regulatory protein beta-1-like	XBXT10g019019	100487110	29078627
LOC100487148	extended synaptotagmin-1	XBXT10g019901	100487148	29078631
LOC100487159	uncharacterized LOC100487159	XBXT10g006234	100487159	29078635
LOC100487167	harbinger transposase derived 1-like	XBXT10g027874	100487167	29078639
LOC100487169	olfactory receptor 1	XBXT10g019048	100487169	29078643
LOC100487171	uncharacterized LOC100487171	XBXT10g006760	100487171	29078647
LOC100487186	uncharacterized LOC100487186	XBXT10g013435	100487186	29078651
LOC100487198	protein spinster homolog 1	XBXT10g002788	100487198	29078655
LOC100487203	thymic stromal cotransporter homolog	XBXT10g006563	100487203	29078659
LOC100487218	uncharacterized LOC100487218	XBXT10g006137	100487218	29078663
LOC100487238	phospholipase ABHD3	XBXT10g004017	100487238	29078667
LOC100487239	glucagon receptor	XBXT10g003995	100487239	29078671
LOC100487252	myosin-11	XBXT10g002379	100487252	29078675
LOC100487261	protein NKG7	XBXT10g023346	100487261	29078679
LOC100487262	uncharacterized LOC100487262	XBXT10g010577	100487262	29078683
LOC100487264	vomeronasal type-2 receptor 26	XBXT10g021110	100487264	29078687
LOC100487273	serine/threonine-protein kinase N3	XBXT10g005386	100487273	29078691
LOC100487275	olfactory receptor 52K1	XBXT10g016169	100487275	29078695
LOC100487277	putative olfactory receptor 52P1	XBXT10g020789	100487277	29078699
LOC100487305	acrosin	XBXT10g006713	100487305	29078703
LOC100487313	uncharacterized LOC100487313	XBXT10g004486	100487313	29078707
LOC100487319	gastrula zinc finger protein XlCGF57.1-like	XBXT10g020267	100487319	29078711
LOC100487329	vomeronasal type-2 receptor 26	XBXT10g023703	100487329	29078715
LOC100487334	uncharacterized LOC100487334	XBXT10g005848	100487334	29078719
LOC100487354	thymic stromal cotransporter homolog	XBXT10g002555	100487354	29078723
LOC100487361	myoferlin	XBXT10g025409	100487361	29078727
LOC100487362	SLAM family member 9	XBXT10g011056	100487362	29078731
LOC100487369	waprin-Phi1	XBXT10g019687	100487369	29078735
LOC100487379	T-cell surface antigen CD2	XBXT10g006352	100487379	29078739
LOC100487393	chromaffin granule amine transporter	XBXT10g002012	100487393	29078743
LOC100487398	olfactory receptor 6B1-like	XBXT10g020033	100487398	29078747
LOC100487399	protein CutA homolog	XBXT10g010291	100487399	29078751
LOC100487412	nucleotide-binding oligomerization domain-containing protein 2	XBXT10g006333	100487412	29078755
LOC100487424	sulfotransferase 1C2	XBXT10g019707	100487424	29078759
LOC100487425	protein RD3	XBXT10g004387	100487425	29078763
LOC100487426	ovostatin-like	XBXT10g000366	100487426	29078767
LOC100487439	oocyte zinc finger protein XlCOF6-like	XBXT10g028047	100487439	29078771
LOC100487466	uncharacterized LOC100487466	XBXT10g011360	100487466	29078775
LOC100487470	piggyBac transposable element-derived protein 4	XBXT10g026241	100487470	29078779
LOC100487471	oocyte zinc finger protein XlCOF7.1-like	XBXT10g024098	100487471	29078783
LOC100487482	pancreatic triacylglycerol lipase	XBXT10g003308	100487482	29078787
LOC100487499	uncharacterized LOC100487499	XBXT10g011895	100487499	29078791
LOC100487510	vomeronasal type-2 receptor 26	XBXT10g000053	100487510	29078795
LOC100487522	uncharacterized LOC100487522	XBXT10g002006	100487522	29078799
LOC100487533	trypsin	XBXT10g016615	100487533	29078803
LOC100487535	gastrula zinc finger protein XlCGF26.1-like	XBXT10g010992	100487535	29078807
LOC100487577	zinc-binding protein A33	XBXT10g019553	100487577	29078811
LOC100487578	alpha-2-macroglobulin-like protein 1	XBXT10g003018	100487578	29078815
LOC100487580	ovostatin	XBXT10g012367	100487580	29078819
LOC100487625	uncharacterized LOC100487625	XBXT10g006576	100487625	29078823
LOC100487628	oocyte zinc finger protein XlCOF7.1-like	XBXT10g001888	100487628	29078827
LOC100487632	histone H2A type 1	XBXT10g005357	100487632	29078831
LOC100487636	chymotrypsin inhibitor Ani s 6	XBXT10g010778	100487636	29078835
LOC100487637	uncharacterized LOC100487637	XBXT10g005894	100487637	29078839
LOC100487642	uncharacterized LOC100487642	XBXT10g007059	100487642	29078843
LOC100487643	pancreatic triacylglycerol lipase	XBXT10g022293	100487643	29078847
LOC100487648	uncharacterized LOC100487648	XBXT10g001443	100487648	29078851
LOC100487666	uncharacterized LOC100487666	XBXT10g005448	100487666	29078855
LOC100487667	uncharacterized LOC100487667	XBXT10g014986	100487667	29078859
LOC100487689	uncharacterized LOC100487689	XBXT10g022370	100487689	29078863
LOC100487695	lamina-associated polypeptide 2	XBXT10g020616	100487695	29078867
LOC100487726	CD109 antigen	XBXT10g004172	100487726	29078871
LOC100487727	protein phosphatase 1 regulatory subunit 12A	XBXT10g000526	100487727	29078875
LOC100487732	uncharacterized LOC100487732	XBXT10g004679	100487732	29078879
LOC100487738	uncharacterized LOC100487738	XBXT10g028825	100487738	29078883
LOC100487746	up-regulator of cell proliferation	XBXT10g009602	100487746	29078887
LOC100487748	ovostatin-like	XBXT10g012957	100487748	29078891
LOC100487768	RB-associated KRAB zinc finger protein	XBXT10g008287	100487768	29078895
LOC100487769	C-reactive protein	XBXT10g003167	100487769	29078899
LOC100487773	fibrinogen-like protein 1-like protein	XBXT10g018676	100487773	29078903
LOC100487777	alcohol dehydrogenase 1	XBXT10g016544	100487777	29078907
LOC100487782	neuronal acetylcholine receptor subunit alpha-7	XBXT10g014997	100487782	29078911
LOC100487784	acrosin	XBXT10g010675	100487784	29078915
LOC100487792	protein spinster homolog 1-like	XBXT10g023470	100487792	29078919
LOC100487805	gastrula zinc finger protein XlCGF26.1-like	XBXT10g002672	100487805	29078923
LOC100487808	alpha-tectorin	XBXT10g010871	100487808	29078927
LOC100487812	galactoside 2-alpha-L-fucosyltransferase 2	XBXT10g022353	100487812	29078931
LOC100487834	aquaporin-4	XBXT10g004513	100487834	29078935
LOC100487836	C-type lectin domain family 4 member G	XBXT10g018347	100487836	29078939
LOC100487846	cytochrome P450 3A8	XBXT10g011647	100487846	29078943
LOC100487852	tetraspanin-18	XBXT10g004245	100487852	29078947
LOC100487855	transmembrane protein 151B	XBXT10g002094	100487855	29078951
LOC100487882	titin	XBXT10g007570	100487882	29078955
