# UNIPROT_ACC,REFSEQ_PROT_ID,REFSEQ_RNA_ID,NCBI_GENE_ID,XB_GENE_ID
A0A023W428,NP_001278991.1,NM_001292062.1,GeneID:100492429,XB-GENE-1216189
A0A5S6MW35,XP_017948947.1,XM_018093458.2,GeneID:100491218,XB-GENE-6039577
A0A5S6N1G7,XP_002932036.2,XM_002931990.5,GeneID:100492586,XB-GENE-980910
A0A5S6N3Q0,XP_012820102.2,XM_012964648.3,GeneID:548516,XB-GENE-5752362
A0A5S6N5I2,XP_012825983.1,XM_012970529.3,GeneID:779654,XB-GENE-984239
A0A5S6N652,XP_002934883.1,XM_002934837.5,GeneID:100491828,XB-GENE-6464910
A0A5S6NCY2,XP_004919192.2,XM_004919135.4,GeneID:100490445,XB-GENE-479125
A0A5S6NK30,XP_017949123.1,XM_018093634.2,GeneID:549760,XB-GENE-945914
A0A5S6P075,XP_017948566.1,XM_018093077.2,GeneID:595042,XB-GENE-1012504
A0A5S6P2T9,XP_002939592.1,XM_002939546.5,GeneID:100488268,XB-GENE-6039063
A0A5S6P3B6,XP_012825877.1,XM_012970423.3,GeneID:549186,XB-GENE-5735017
A0A5S6P5R4,XP_004915223.1,XM_004915166.3,GeneID:100486239,XB-GENE-487527
A0A5S6P6H3,XP_002934521.2,XM_002934475.5,GeneID:100493383,XB-GENE-6037499
A0A6I8PJ20,XP_012818449.1,XM_012962995.3,GeneID:549130,XB-GENE-482143
A0A6I8PJ30,XP_017952476.1,XM_018096987.2,GeneID:100498518,XB-GENE-986590
A0A6I8PJ32,XP_002934469.3,XM_002934423.5,GeneID:100135150,XB-GENE-951964
A0A6I8PJ62,XP_031747330.1,XM_031891470.1,GeneID:100486906,XB-GENE-5756075
A0A6I8PJ73,XP_002936033.2,XM_002935987.5,GeneID:100216244,XB-GENE-5999584
A0A6I8PJ95,XP_031758316.1,XM_031902456.1,GeneID:100491743,XB-GENE-29080839
A0A6I8PJ98,XP_004916948.1,XM_004916891.4,GeneID:100144657,XB-GENE-853748
A0A6I8PJC4,XP_012811198.1,XM_012955744.3,GeneID:100125213,XB-GENE-988824
A0A6I8PJC7,XP_031759813.1,XM_031903953.1,GeneID:100491564,XB-GENE-6073731
A0A6I8PJE3,XP_002936355.1,XM_002936309.5,GeneID:100379927,XB-GENE-1004004
A0A6I8PJF6,XP_012823291.1,XM_012967837.3,GeneID:100038226,XB-GENE-492617
A0A6I8PJF9,XP_031748817.1,XM_031892957.1,GeneID:116407540,XB-GENE-29092651
A0A6I8PJH8,XP_002933422.2,XM_002933376.5,GeneID:100491602,XB-GENE-983191
A0A6I8PJP6,XP_012818576.1,XM_012963122.3,GeneID:734124,XB-GENE-1018430
A0A6I8PJQ0,XP_012818142.1,XM_012962688.3,GeneID:100135163,XB-GENE-5852355
A0A6I8PJR0,XP_031756493.1,XM_031900633.1,GeneID:100495376,XB-GENE-6037628
A0A6I8PJV1,XP_012814547.1,XM_012959093.3,GeneID:549914,XB-GENE-998203
A0A6I8PJW3,XP_012808332.1,XM_012952878.3,GeneID:100038155,XB-GENE-478525
A0A6I8PJW6,XP_002938072.1,XM_002938026.5,GeneID:100494818,XB-GENE-5788061
A0A6I8PJZ1,XP_012819922.1,XM_012964468.2,GeneID:394959,XB-GENE-943237
A0A6I8PJZ9,XP_012824434.2,XM_012968980.3,GeneID:100492119,XB-GENE-5956342
A0A6I8PK09,XP_012814739.1,XM_012959285.3,GeneID:780238,XB-GENE-952756
A0A6I8PK15,XP_002944960.2,XM_002944914.2,GeneID:100486257,XB-GENE-29078259
A0A6I8PK18,XP_002936581.2,XM_002936535.4,GeneID:100127670,XB-GENE-988494
A0A6I8PK37,XP_031760992.1,XM_031905132.1,GeneID:733728,XB-GENE-5893023
A0A6I8PK67,XP_002935751.2,XM_002935705.5,GeneID:100492996,XB-GENE-29081467
A0A6I8PK71,XP_012818896.1,XM_012963442.3,GeneID:100496607,XB-GENE-876508
A0A6I8PK92,XP_012818679.2,XM_012963225.2,GeneID:549804,XB-GENE-958442
A0A6I8PKA0,XP_002936422.2,XM_002936376.5,GeneID:100489359,XB-GENE-988257
A0A6I8PKD2,XP_004917648.1,XM_004917591.4,GeneID:100496193,XB-GENE-6257583
A0A6I8PKK9,XP_031748980.1,XM_031893120.1,GeneID:100422806,XB-GENE-922470
A0A6I8PKQ4,XP_012825585.1,XM_012970131.3,GeneID:100158638,XB-GENE-5891978
A0A6I8PKS0,XP_017952456.2,XM_018096967.2,GeneID:100494809,XB-GENE-6043903
A0A6I8PKS3,XP_002934090.1,XM_002934044.5,GeneID:100496772,XB-GENE-984476
A0A6I8PKU9,XP_012822506.1,XM_012967052.3,GeneID:100492229,XB-GENE-990705
A0A6I8PKV3,XP_012825626.1,XM_012970172.2,GeneID:100216034,XB-GENE-971048
A0A6I8PKY4,XP_002934867.1,XM_002934821.5,GeneID:100489047,XB-GENE-985814
A0A6I8PL02,XP_031758291.1,XM_031902431.1,GeneID:100145067,XB-GENE-988262
A0A6I8PL07,XP_012817972.2,XM_012962518.3,GeneID:100494901,XB-GENE-983837
A0A6I8PL23,XP_012816607.1,XM_012961153.3,GeneID:549709,XB-GENE-978007
A0A6I8PL41,XP_031752817.1,XM_031896957.1,GeneID:100488350,XB-GENE-951347
A0A6I8PL47,XP_012824463.1,XM_012969009.3,GeneID:100495585,XB-GENE-985871
A0A6I8PL54,XP_031757452.1,XM_031901592.1,GeneID:100498580,XB-GENE-986206
A0A6I8PL59,XP_002934906.3,XM_002934860.4,GeneID:100497103,XB-GENE-29083503
A0A6I8PL65,XP_012819629.1,XM_012964175.3,GeneID:100124312,XB-GENE-983144
A0A6I8PL74,XP_012825074.2,XM_012969620.3,GeneID:100170577,XB-GENE-991613
A0A6I8PLA4,XP_002934183.1,XM_002934137.5,GeneID:100496526,XB-GENE-984623
A0A6I8PLB9,NP_001120255.2,NM_001126783.2,GeneID:100145306,XB-GENE-6033769
A0A6I8PLD6,XP_012813336.2,XM_012957882.3,GeneID:100487141,XB-GENE-982718
A0A6I8PLE2,XP_012817723.1,XM_012962269.3,GeneID:733467,XB-GENE-1032939
A0A6I8PLH3,XP_031750039.1,XM_031894179.1,GeneID:780283,XB-GENE-6456986
A0A6I8PLH9,XP_017949923.2,XM_018094434.2,GeneID:100496697,XB-GENE-989428
A0A6I8PLI5,XP_002937781.3,XM_002937735.5,GeneID:100486639,XB-GENE-961572
A0A6I8PLI9,XP_017951376.2,XM_018095887.2,GeneID:100495922,XB-GENE-5887285
A0A6I8PLJ4,XP_012813217.1,XM_012957763.3,GeneID:100493282,XB-GENE-484224
A0A6I8PLK4,XP_031747953.1,XM_031892093.1,GeneID:116406931,XB-GENE-29092387
A0A6I8PLL4,XP_002935375.2,XM_002935329.5,GeneID:100127635,XB-GENE-6456683
A0A6I8PLM3,XP_017950116.2,XM_018094627.2,GeneID:496600,XB-GENE-1001882
A0A6I8PLP4,XP_002934810.3,XM_002934764.5,GeneID:100486839,XB-GENE-29078507
A0A6I8PLR1,XP_004918119.2,XM_004918062.4,GeneID:100486946,XB-GENE-1003609
A0A6I8PLR3,XP_031750327.1,XM_031894467.1,GeneID:779792,XB-GENE-6453713
A0A6I8PLR7,XP_031759102.1,XM_031903242.1,GeneID:100170448,XB-GENE-5860751
A0A6I8PLS9,XP_031751938.1,XM_031896078.1,GeneID:733931,XB-GENE-1006254
A0A6I8PLT9,XP_004912077.1,XM_004912020.4,GeneID:100485335,XB-GENE-29077751
A0A6I8PLU3,XP_031754520.1,XM_031898660.1,GeneID:100492081,XB-GENE-995505
A0A6I8PLV3,XP_002937130.2,XM_002937084.5,GeneID:100493227,XB-GENE-6468016
A0A6I8PLX3,XP_012827247.2,XM_012971793.3,GeneID:549549,XB-GENE-1016790
A0A6I8PLY4,XP_031757530.1,XM_031901670.1,GeneID:496571,XB-GENE-5800887
A0A6I8PLY7,XP_012820041.1,XM_012964587.3,GeneID:734110,XB-GENE-1017281
A0A6I8PLZ5,XP_031761725.1,XM_031905865.1,GeneID:100488746,XB-GENE-6460356
A0A6I8PM12,XP_002940351.1,XM_002940305.5,GeneID:100496800,XB-GENE-482986
A0A6I8PM21,XP_004916163.1,XM_004916106.4,GeneID:101734143,XB-GENE-950096
A0A6I8PM29,XP_012811178.1,XM_012955724.3,GeneID:100124986,XB-GENE-991924
A0A6I8PM42,XP_012821534.1,XM_012966080.3,GeneID:100145450,XB-GENE-29077495
A0A6I8PM51,XP_002935073.2,XM_002935027.4,GeneID:100493449,XB-GENE-485892
A0A6I8PM68,XP_002937906.1,XM_002937860.5,GeneID:100145816,XB-GENE-5805754
A0A6I8PM73,XP_031755437.1,XM_031899577.1,GeneID:116409845,XB-GENE-29095847
A0A6I8PM94,XP_002935512.1,XM_002935466.5,GeneID:100038211,XB-GENE-487620
A0A6I8PMB5,XP_002937178.3,XM_002937132.5,GeneID:100494704,XB-GENE-920515
A0A6I8PMC0,XP_031756862.1,XM_031901002.1,GeneID:733501,XB-GENE-983877
A0A6I8PMD0,XP_031753637.1,XM_031897777.1,GeneID:394576,XB-GENE-962555
A0A6I8PMD9,XP_004910413.1,XM_004910356.4,GeneID:100497347,XB-GENE-1013871
A0A6I8PMF1,XP_031758448.1,XM_031902588.1,GeneID:100486953,XB-GENE-954886
A0A6I8PMF9,XP_012816066.2,XM_012960612.3,GeneID:100145308,XB-GENE-951684
A0A6I8PMG9,XP_031752598.1,XM_031896738.1,GeneID:100490423,XB-GENE-6461330
A0A6I8PMI3,XP_002933259.3,XM_002933213.5,GeneID:100487144,XB-GENE-1011051
A0A6I8PMJ1,XP_017947019.1,XM_018091530.2,GeneID:733853,XB-GENE-5801315
A0A6I8PMK0,XP_031746363.1,XM_031890503.1,GeneID:733812,XB-GENE-5890774
A0A6I8PMK3,XP_031747954.1,XM_031892094.1,GeneID:100489922,XB-GENE-22069445
A0A6I8PML7,XP_031746103.1,XM_031890243.1,GeneID:100170459,XB-GENE-955077
A0A6I8PMM1,XP_012820897.1,XM_012965443.3,GeneID:100124991,XB-GENE-6258190
A0A6I8PMN8,XP_012815430.1,XM_012959976.3,GeneID:100486611,XB-GENE-6462862
A0A6I8PMP5,XP_012822351.3,XM_012966897.3,GeneID:100485163,XB-GENE-965925
A0A6I8PMQ1,XP_004918610.2,XM_004918553.4,GeneID:100491885,XB-GENE-29080919
A0A6I8PMQ5,XP_031758983.1,XM_031903123.1,GeneID:100497970,XB-GENE-6031665
A0A6I8PMQ8,XP_031749650.1,XM_031893790.1,GeneID:116407774,XB-GENE-29093215
A0A6I8PMR4,XP_031748905.1,XM_031893045.1,GeneID:100038177,XB-GENE-491957
A0A6I8PMS3,XP_002935478.2,XM_002935432.3,GeneID:100494906,XB-GENE-961011
A0A6I8PMT3,XP_004915128.1,XM_004915071.4,GeneID:100493008,XB-GENE-940662
A0A6I8PMU8,XP_017948882.1,XM_018093393.2,GeneID:100486897,XB-GENE-5764025
A0A6I8PMV0,XP_004915454.1,XM_004915397.3,GeneID:101734089,XB-GENE-486676
A0A6I8PMW4,XP_002935023.2,XM_002934977.5,GeneID:100492606,XB-GENE-986047
A0A6I8PMW7,XP_002939638.1,XM_002939592.5,GeneID:100488316,XB-GENE-993470
A0A6I8PMX8,XP_002932307.1,XM_002932261.5,GeneID:100492932,XB-GENE-999062
A0A6I8PMY8,XP_031751232.1,XM_031895372.1,GeneID:100493946,XB-GENE-492949
A0A6I8PMZ1,XP_002938421.1,XM_002938375.5,GeneID:100494505,XB-GENE-1113172
A0A6I8PMZ6,XP_017952963.2,XM_018097474.2,GeneID:100493826,XB-GENE-6041227
A0A6I8PMZ8,XP_002939046.1,XM_002939000.5,GeneID:100493177,XB-GENE-6051312
A0A6I8PN17,XP_031749889.1,XM_031894029.1,GeneID:448018,XB-GENE-482511
A0A6I8PN27,XP_002937849.1,XM_002937803.5,GeneID:100486800,XB-GENE-480085
A0A6I8PN78,XP_012823917.1,XM_012968463.3,GeneID:549823,XB-GENE-943812
A0A6I8PN94,XP_031746061.1,XM_031890201.1,GeneID:100144969,XB-GENE-5936513
A0A6I8PNA6,XP_012820404.1,XM_012964950.3,GeneID:780268,XB-GENE-490935
A0A6I8PNB0,XP_002934285.2,XM_002934239.5,GeneID:100489197,XB-GENE-22061520
A0A6I8PNB3,XP_002939118.3,XM_002939072.3,GeneID:100485125,XB-GENE-6033195
A0A6I8PNB6,XP_031749561.1,XM_031893701.1,GeneID:100491727,XB-GENE-5933838
A0A6I8PNB8,XP_031761461.1,XM_031905601.1,GeneID:100379959,XB-GENE-974122
A0A6I8PND5,XP_012818876.1,XM_012963422.3,GeneID:101734375,XB-GENE-29087735
A0A6I8PNE7,XP_012812273.1,XM_012956819.1,GeneID:493502,XB-GENE-962046
A0A6I8PNF8,XP_002939714.1,XM_002939668.5,GeneID:100486805,XB-GENE-484305
A0A6I8PNG0,XP_002941274.1,XM_002941228.2,GeneID:100490508,XB-GENE-29080211
A0A6I8PNI1,XP_031749087.1,XM_031893227.1,GeneID:100038085,XB-GENE-485204
A0A6I8PNK9,XP_004916824.1,XM_004916767.4,GeneID:100494874,XB-GENE-992758
A0A6I8PNL3,XP_031757603.1,XM_031901743.1,GeneID:780008,XB-GENE-5870163
A0A6I8PNM9,XP_002934548.2,XM_002934502.4,GeneID:100491047,XB-GENE-485883
A0A6I8PNN7,XP_012815800.1,XM_012960346.1,GeneID:493335,XB-GENE-483832
A0A6I8PNP7,XP_012814633.2,XM_012959179.3,GeneID:733864,XB-GENE-975006
A0A6I8PNR2,XP_002937213.1,XM_002937167.5,GeneID:100494115,XB-GENE-967663
A0A6I8PNS4,XP_002935893.3,XM_002935847.5,GeneID:779553,XB-GENE-5835758
A0A6I8PNS9,XP_012809971.1,XM_012954517.2,GeneID:493478,XB-GENE-970431
A0A6I8PNT3,XP_002934588.3,XM_002934542.4,GeneID:100486178,XB-GENE-985290
A0A6I8PNT7,XP_004914421.2,XM_004914364.4,GeneID:100493771,XB-GENE-5764008
A0A6I8PNV7,XP_031751632.1,XM_031895772.1,GeneID:100329130,XB-GENE-5831105
A0A6I8PNW1,XP_002933014.2,XM_002932968.4,GeneID:100493271,XB-GENE-982629
A0A6I8PNX0,XP_002939184.1,XM_002939138.5,GeneID:100490614,XB-GENE-957108
A0A6I8PNX6,XP_031746562.1,XM_031890702.1,GeneID:734002,XB-GENE-1013843
A0A6I8PNY1,XP_031754715.1,XM_031898855.1,GeneID:100489310,XB-GENE-487942
A0A6I8PNY2,XP_031753823.1,XM_031897963.1,GeneID:550037,XB-GENE-957448
A0A6I8PNY4,XP_017949395.1,XM_018093906.2,GeneID:549867,XB-GENE-940949
A0A6I8PNY7,XP_012823941.1,XM_012968487.3,GeneID:550001,XB-GENE-855889
A0A6I8PP02,XP_017949869.1,XM_018094380.2,GeneID:100494801,XB-GENE-950696
A0A6I8PP05,XP_012816970.1,XM_012961516.2,GeneID:100145334,XB-GENE-493147
A0A6I8PP11,XP_012814523.1,XM_012959069.2,GeneID:549719,XB-GENE-1014762
A0A6I8PP21,XP_012814049.1,XM_012958595.3,GeneID:100145566,XB-GENE-999004
A0A6I8PP24,XP_002937157.1,XM_002937111.4,GeneID:100487462,XB-GENE-22169695
A0A6I8PP29,XP_012823434.1,XM_012967980.3,GeneID:100144737,XB-GENE-1002485
A0A6I8PP55,XP_012814649.1,XM_012959195.3,GeneID:734068,XB-GENE-5823666
A0A6I8PP69,XP_002937592.3,XM_002937546.5,GeneID:100487154,XB-GENE-6043644
A0A6I8PP83,XP_012825963.1,XM_012970509.3,GeneID:733969,XB-GENE-995168
A0A6I8PP89,XP_002939424.3,XM_002939378.5,GeneID:548374,XB-GENE-5764740
A0A6I8PP98,XP_031754673.1,XM_031898813.1,GeneID:100497743,XB-GENE-6032729
A0A6I8PPA9,XP_002938184.3,XM_002938138.5,GeneID:100486281,XB-GENE-1013097
A0A6I8PPC7,XP_017952403.1,XM_018096914.2,GeneID:100380161,XB-GENE-974812
A0A6I8PPD8,XP_031756633.1,XM_031900773.1,GeneID:100486136,XB-GENE-968335
A0A6I8PPF0,XP_002934832.1,XM_002934786.5,GeneID:100492887,XB-GENE-22169188
A0A6I8PPJ7,XP_002936443.3,XM_002936397.4,GeneID:100497009,XB-GENE-5956980
A0A6I8PPK7,XP_002933731.3,XM_002933685.5,GeneID:100380079,XB-GENE-1000616
A0A6I8PPL8,XP_004918697.2,XM_004918640.4,GeneID:100493791,XB-GENE-6047341
A0A6I8PPN1,XP_002941554.2,XM_002941508.5,GeneID:100124974,XB-GENE-995673
A0A6I8PPN8,XP_012816854.1,XM_012961400.2,GeneID:780181,XB-GENE-1010053
A0A6I8PPP1,XP_012824134.2,XM_012968680.3,GeneID:780132,XB-GENE-29099167
A0A6I8PPP7,NP_001122132.2,NM_001128660.2,GeneID:100038236,XB-GENE-852771
A0A6I8PPQ3,XP_012814046.1,XM_012958592.3,GeneID:395022,XB-GENE-854662
A0A6I8PPS5,XP_002938835.2,XM_002938789.5,GeneID:100145625,XB-GENE-22172432
A0A6I8PPT6,XP_012819198.2,XM_012963744.3,GeneID:100494682,XB-GENE-998061
A0A6I8PPU5,XP_012824021.1,XM_012968567.3,GeneID:734080,XB-GENE-954237
A0A6I8PPU7,XP_004913715.1,XM_004913658.4,GeneID:105947272,XB-GENE-29076882
A0A6I8PPW0,XP_004914701.1,XM_004914644.4,GeneID:100170165,XB-GENE-5800507
A0A6I8PPW4,XP_002937162.2,XM_002937116.5,GeneID:100488261,XB-GENE-877244
A0A6I8PPX4,XP_012816643.1,XM_012961189.2,GeneID:496780,XB-GENE-1000432
A0A6I8PPX8,XP_002932067.3,XM_002932021.5,GeneID:100488707,XB-GENE-998837
A0A6I8PPY0,XP_031758880.1,XM_031903020.1,GeneID:100493595,XB-GENE-983567
A0A6I8PPY5,XP_031756294.1,XM_031900434.1,GeneID:100380146,XB-GENE-6045003
A0A6I8PPY6,XP_012812304.1,XM_012956850.3,GeneID:100158630,XB-GENE-959469
A0A6I8PQ04,XP_031751653.1,XM_031895793.1,GeneID:100497907,XB-GENE-6453898
A0A6I8PQ09,XP_031752390.1,XM_031896530.1,GeneID:100170606,XB-GENE-5965241
A0A6I8PQ10,XP_031751465.1,XM_031895605.1,GeneID:100124984,XB-GENE-5759171
A0A6I8PQ13,XP_012827003.1,XM_012971549.3,GeneID:100158616,XB-GENE-5900474
A0A6I8PQ14,XP_004916045.2,XM_004915988.3,GeneID:100485485,XB-GENE-952114
A0A6I8PQ22,XP_012826649.2,XM_012971195.3,GeneID:100125073,XB-GENE-983491
A0A6I8PQ25,XP_031756124.1,XM_031900264.1,GeneID:780220,XB-GENE-5884032
A0A6I8PQ41,XP_031760534.1,XM_031904674.1,GeneID:100036667,XB-GENE-962981
A0A6I8PQ53,XP_004918880.1,XM_004918823.4,GeneID:100495309,XB-GENE-984990
A0A6I8PQ70,XP_002933409.2,XM_002933363.5,GeneID:100489252,XB-GENE-29079643
A0A6I8PQ90,XP_012821804.1,XM_012966350.3,GeneID:448096,XB-GENE-5918290
A0A6I8PQA0,XP_002936546.1,XM_002936500.5,GeneID:100496899,XB-GENE-988426
A0A6I8PQA6,XP_004913723.1,XM_004913666.3,GeneID:100137100,XB-GENE-1216227
A0A6I8PQC4,XP_012811953.2,XM_012956499.3,GeneID:100145738,XB-GENE-985885
A0A6I8PQC7,XP_012827211.1,XM_012971757.3,GeneID:548848,XB-GENE-5898342
A0A6I8PQD3,XP_004913686.1,XM_004913629.4,GeneID:100495371,XB-GENE-5818895
A0A6I8PQD7,XP_004918509.1,XM_004918452.4,GeneID:100127655,XB-GENE-958098
A0A6I8PQE4,XP_031757215.1,XM_031901355.1,GeneID:734025,XB-GENE-490792
A0A6I8PQE8,XP_031751105.1,XM_031895245.1,GeneID:100485829,XB-GENE-988242
A0A6I8PQF3,XP_031756906.1,XM_031901046.1,GeneID:100492260,XB-GENE-22062742
A0A6I8PQI6,XP_004916529.1,XM_004916472.2,GeneID:101734555,XB-GENE-988872
A0A6I8PQJ8,XP_002941155.3,XM_002941109.5,GeneID:100496550,XB-GENE-5962686
A0A6I8PQK3,XP_002934077.1,XM_002934031.5,GeneID:100492828,XB-GENE-984436
A0A6I8PQP7,XP_012824636.1,XM_012969182.1,GeneID:100145077,XB-GENE-5766174
A0A6I8PQQ3,XP_031762513.1,XM_031906653.1,GeneID:101730998,XB-GENE-29084999
A0A6I8PQR1,XP_012818359.1,XM_012962905.3,GeneID:549596,XB-GENE-1015730
A0A6I8PQR2,XP_002941075.1,XM_002941029.5,GeneID:100125122,XB-GENE-947419
A0A6I8PQR9,XP_012821520.1,XM_012966066.3,GeneID:100145336,XB-GENE-962449
A0A6I8PQS6,XP_002932867.1,XM_002932821.4,GeneID:100489622,XB-GENE-481734
A0A6I8PQV8,XP_017952632.1,XM_018097143.2,GeneID:100135086,XB-GENE-1000378
A0A6I8PQW2,XP_002938789.2,XM_002938743.5,GeneID:100498427,XB-GENE-956746
A0A6I8PQW8,XP_031759695.1,XM_031903835.1,GeneID:733470,XB-GENE-6456333
A0A6I8PQX2,XP_002933001.1,XM_002932955.5,GeneID:100490708,XB-GENE-950135
A0A6I8PQY6,XP_004918199.2,XM_004918142.2,GeneID:101731190,XB-GENE-29085163
A0A6I8PQY9,XP_031755349.1,XM_031899489.1,GeneID:100491968,XB-GENE-29080963
A0A6I8PR11,XP_004912042.1,XM_004911985.4,GeneID:100485374,XB-GENE-940190
A0A6I8PR19,XP_002934770.2,XM_002934724.5,GeneID:100489046,XB-GENE-29099415
A0A6I8PR21,XP_012824093.2,XM_012968639.3,GeneID:780087,XB-GENE-488424
A0A6I8PR22,XP_012825835.1,XM_012970381.3,GeneID:548399,XB-GENE-981732
A0A6I8PR29,XP_002933010.1,XM_002932964.5,GeneID:100492427,XB-GENE-950118
A0A6I8PR30,XP_031756383.1,XM_031900523.1,GeneID:100494757,XB-GENE-6462768
A0A6I8PR43,XP_017950799.1,XM_018095310.2,GeneID:100380196,XB-GENE-5780940
A0A6I8PR56,XP_017949096.1,XM_018093607.2,GeneID:100498000,XB-GENE-485101
A0A6I8PR66,XP_031761057.1,XM_031905197.1,GeneID:780364,XB-GENE-959442
A0A6I8PR90,XP_031760039.1,XM_031904179.1,GeneID:100491101,XB-GENE-952135
A0A6I8PR91,XP_002937533.1,XM_002937487.5,GeneID:100486190,XB-GENE-990232
A0A6I8PRA1,XP_002942059.2,XM_002942013.5,GeneID:100495183,XB-GENE-25874541
A0A6I8PRA6,XP_002937750.3,XM_002937704.5,GeneID:100491502,XB-GENE-6464239
A0A6I8PRA9,XP_017947163.1,XM_018091674.2,GeneID:100492782,XB-GENE-986221
A0A6I8PRC4,XP_012823550.1,XM_012968096.3,GeneID:100192372,XB-GENE-1010869
A0A6I8PRC7,XP_004912122.1,XM_004912065.4,GeneID:100490149,XB-GENE-486249
A0A6I8PRG3,XP_012812105.1,XM_012956651.2,GeneID:394742,XB-GENE-5931386
A0A6I8PRI8,XP_012814696.2,XM_012959242.3,GeneID:779905,XB-GENE-979695
A0A6I8PRK2,XP_004910829.1,XM_004910772.4,GeneID:100485531,XB-GENE-953072
A0A6I8PRK7,XP_002935745.2,XM_002935699.5,GeneID:100491948,XB-GENE-6463386
A0A6I8PRK8,NP_001096270.2,NM_001102800.2,GeneID:100124835,XB-GENE-5766013
A0A6I8PRL5,XP_012820380.2,XM_012964926.3,GeneID:780197,XB-GENE-876756
A0A6I8PRL9,XP_012812291.1,XM_012956837.3,GeneID:496427,XB-GENE-5848649
A0A6I8PRN2,XP_031755133.1,XM_031899273.1,GeneID:100485215,XB-GENE-949702
A0A6I8PRN9,XP_002938687.3,XM_002938641.5,GeneID:100380064,XB-GENE-991919
A0A6I8PRP4,XP_017950693.1,XM_018095204.2,GeneID:100037902,XB-GENE-1012688
A0A6I8PRP5,XP_002936907.2,XM_002936861.5,GeneID:100494445,XB-GENE-954494
A0A6I8PRS6,XP_031750611.1,XM_031894751.1,GeneID:100492656,XB-GENE-987277
A0A6I8PRT1,XP_031753095.1,XM_031897235.1,GeneID:100038818,XB-GENE-6453899
A0A6I8PRU7,XP_004916318.1,XM_004916261.4,GeneID:100497168,XB-GENE-6467430
A0A6I8PRV0,XP_012818291.1,XM_012962837.3,GeneID:394645,XB-GENE-947052
A0A6I8PRY5,XP_002933016.3,XM_002932970.4,GeneID:100145070,XB-GENE-5838590
A0A6I8PRZ6,XP_031746538.1,XM_031890678.1,GeneID:100488509,XB-GENE-961173
A0A6I8PS27,XP_017946490.1,XM_018091001.2,GeneID:100491228,XB-GENE-6045463
A0A6I8PS34,XP_012807962.2,XM_012952508.3,GeneID:733513,XB-GENE-490624
A0A6I8PS39,XP_002934549.3,XM_002934503.4,GeneID:100491212,XB-GENE-480054
A0A6I8PS57,XP_017949372.1,XM_018093883.2,GeneID:549098,XB-GENE-951431
A0A6I8PS67,XP_004916818.1,XM_004916761.4,GeneID:100499404,XB-GENE-1007191
A0A6I8PS75,XP_002938905.4,XM_002938859.5,GeneID:100489427,XB-GENE-22069127
A0A6I8PS77,XP_031753799.1,XM_031897939.1,GeneID:448384,XB-GENE-985786
A0A6I8PS78,XP_031756858.1,XM_031900998.1,GeneID:100489511,XB-GENE-983888
A0A6I8PS93,XP_012825868.2,XM_012970414.3,GeneID:549109,XB-GENE-1016729
A0A6I8PS95,XP_017947715.2,XM_018092226.2,GeneID:448446,XB-GENE-958272
A0A6I8PSB6,XP_012823435.1,XM_012967981.3,GeneID:100126214,XB-GENE-922281
A0A6I8PSB8,XP_002934864.1,XM_002934818.3,GeneID:100170597,XB-GENE-1002381
A0A6I8PSC1,XP_012818248.1,XM_012962794.3,GeneID:100216065,XB-GENE-492428
A0A6I8PSC5,XP_012811174.1,XM_012955720.3,GeneID:100145119,XB-GENE-6458480
A0A6I8PSC9,XP_002939643.1,XM_002939597.5,GeneID:779592,XB-GENE-5892680
A0A6I8PSD3,XP_004913692.1,XM_004913635.4,GeneID:100485887,XB-GENE-944330
A0A6I8PSE5,XP_012821580.1,XM_012966126.3,GeneID:780326,XB-GENE-1013726
A0A6I8PSE6,XP_012812573.2,XM_012957119.3,GeneID:619360,XB-GENE-940182
A0A6I8PSE8,XP_012822157.2,XM_012966703.3,GeneID:733932,XB-GENE-1017156
A0A6I8PSF4,XP_031753866.1,XM_031898006.1,GeneID:733967,XB-GENE-961393
A0A6I8PSH2,XP_012824755.2,XM_012969301.3,GeneID:100489477,XB-GENE-993341
A0A6I8PSI2,XP_002938586.3,XM_002938540.5,GeneID:496989,XB-GENE-5726497
A0A6I8PSI3,XP_012812634.2,XM_012957180.3,GeneID:734093,XB-GENE-478898
A0A6I8PSI8,XP_002933521.3,XM_002933475.4,GeneID:100496677,XB-GENE-983418
A0A6I8PSJ0,XP_012825288.1,XM_012969834.3,GeneID:549345,XB-GENE-945204
A0A6I8PSK8,XP_017952627.2,XM_018097138.2,GeneID:595020,XB-GENE-5804788
A0A6I8PSL1,XP_012811115.2,XM_012955661.3,GeneID:100145303,XB-GENE-958591
A0A6I8PSL5,XP_002932206.1,XM_002932160.5,GeneID:100490238,XB-GENE-960155
A0A6I8PSN8,XP_031748472.1,XM_031892612.1,GeneID:493550,XB-GENE-5896447
A0A6I8PSP4,XP_002934536.2,XM_002934490.5,GeneID:779625,XB-GENE-985182
A0A6I8PSP8,XP_031760807.1,XM_031904947.1,GeneID:394815,XB-GENE-6258496
A0A6I8PSS0,XP_031758467.1,XM_031902607.1,GeneID:100488939,XB-GENE-983179
A0A6I8PSS1,XP_031752823.1,XM_031896963.1,GeneID:779474,XB-GENE-5965651
A0A6I8PSS7,NP_001165134.1,NM_001171663.1,GeneID:100170191,XB-GENE-960088
A0A6I8PSS9,XP_031758930.1,XM_031903070.1,GeneID:100497261,XB-GENE-952059
