# GENE_SYMBOL	NCBI_GENE_ID	XB_GENE_ID	GENE_NAME
42sp43	GeneID:548848	XB-GENE-5898342	P43 5S RNA-binding protein
LOC100486174	GeneID:100486174	NA	glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1
LOC100486185	GeneID:100486185	XB-GENE-5957063	provisional ortholog of pleckstrin homology domain containing A3
LOC100486187	GeneID:100486187	NA	Ig-like V-type domain-containing protein FAM187A
LOC100486192	GeneID:100486192	XB-GENE-990429	provisional ortholog of interferon induced transmembrane protein 3
LOC100486201	GeneID:100486201	NA	olfactory receptor 1
LOC100486202	GeneID:100486202	NA	oocyte zinc finger protein XlCOF6-like
LOC100486206	GeneID:100486206	NA	dihydrofolate reductase
LOC100486213	GeneID:100486213	NA	olfactory receptor 6B1-like
LOC100486242	GeneID:100486242	NA	tyrosinase-like
LOC100486243	GeneID:100486243	NA	olfactory receptor 56A1
LOC100486247	GeneID:100486247	NA	uncharacterized LOC100486247
LOC100486257	GeneID:100486257	NA	taste receptor type 2 member 10
LOC100486258	GeneID:100486258	NA	NXPE family member 3-like
LOC100486268	GeneID:100486268	NA	sulfotransferase 2B1
LOC100486273	GeneID:100486273	NA	vomeronasal type-2 receptor 26
LOC100486282	GeneID:100486282	XB-GENE-5843063	provisional ortholog of sulfotransferase family 3A, member 1
LOC100486283	GeneID:100486283	NA	vomeronasal type-1 receptor A14
LOC100486289	GeneID:100486289	NA	uncharacterized LOC100486289
LOC100486303	GeneID:100486303	NA	extracellular calcium-sensing receptor
LOC100486323	GeneID:100486323	NA	glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1
LOC100486333	GeneID:100486333	NA	serine/threonine-protein kinase Nek6
LOC100486337	GeneID:100486337	NA	interferon-induced protein with tetratricopeptide repeats 5-like
LOC100486342	GeneID:100486342	XB-GENE-990817	provisional ortholog of glucosaminyl (N-acetyl) transferase 3, mucin type
LOC100486352	GeneID:100486352	NA	uncharacterized LOC100486352
LOC100486357	GeneID:100486357	NA	dentin sialophosphoprotein
LOC100486361	GeneID:100486361	NA	synaptotagmin-like protein 2
LOC100486380	GeneID:100486380	NA	uncharacterized LOC100486380
LOC100486384	GeneID:100486384	NA	zinc finger BED domain-containing protein 1
LOC100486385	GeneID:100486385	XB-GENE-22041732	uncharacterized XB22041731
LOC100486392	GeneID:100486392	NA	olfactory receptor 6B1
LOC100486393	GeneID:100486393	NA	hemagglutinin/amebocyte aggregation factor
LOC100486419	GeneID:100486419	NA	extracellular calcium-sensing receptor
LOC100486425	GeneID:100486425	NA	uncharacterized LOC100486425
LOC100486431	GeneID:100486431	NA	olfactory receptor 5V1-like
LOC100486434	GeneID:100486434	XB-GENE-5891721	uncharacterized XB5891720
LOC100486435	GeneID:100486435	NA	DnaJ heat shock protein family (Hsp40) member C27
LOC100486441	GeneID:100486441	NA	extracellular calcium-sensing receptor
LOC100486443	GeneID:100486443	NA	zinc finger protein Xfin-like
LOC100486462	GeneID:100486462	NA	solute carrier family 40 member 1
LOC100486474	GeneID:100486474	NA	meckelin
LOC100486478	GeneID:100486478	NA	gastrula zinc finger protein XlCGF8.2DB-like
LOC100486481	GeneID:100486481	NA	interferon-induced protein with tetratricopeptide repeats 5
LOC100486484	GeneID:100486484	NA	dispanin subfamily A member 2b
LOC100486498	GeneID:100486498	NA	nectin-1-like
LOC100486501	GeneID:100486501	NA	uncharacterized LOC100486501
LOC100486511	GeneID:100486511	NA	somatostatin-1
LOC100486529	GeneID:100486529	NA	hepatic lectin-like
LOC100486532	GeneID:100486532	NA	kyphoscoliosis peptidase-like
LOC100486535	GeneID:100486535	NA	uncharacterized LOC100486535
LOC100486548	GeneID:100486548	NA	splicing regulatory glutamine/lysine-rich protein 1
LOC100486572	GeneID:100486572	NA	gastrokine-1
LOC100486580	GeneID:100486580	NA	uncharacterized LOC100486580
LOC100486588	GeneID:100486588	NA	uncharacterized LOC100486588
LOC100486598	GeneID:100486598	NA	exportin-5
LOC100486607	GeneID:100486607	NA	transmembrane protein 180
LOC100486623	GeneID:100486623	NA	olfactory receptor 5I1
LOC100486631	GeneID:100486631	NA	cohesin subunit SA-2
LOC100486632	GeneID:100486632	NA	solute carrier family 23 member 2
LOC100486640	GeneID:100486640	XB-GENE-990657	provisional ortholog of ADAM metallopeptidase domain 9
LOC100486641	GeneID:100486641	NA	proprotein convertase subtilisin/kexin type 5
LOC100486653	GeneID:100486653	NA	histone H3.v1
LOC100486672	GeneID:100486672	NA	histone H2A type 2-B
LOC100486691	GeneID:100486691	NA	vomeronasal type-2 receptor 26
LOC100486692	GeneID:100486692	NA	uncharacterized LOC100486692
LOC100486694	GeneID:100486694	NA	immunoglobulin kappa light chain
LOC100486697	GeneID:100486697	NA	protein ZBED8-like
LOC100486730	GeneID:100486730	NA	gastrokine-3
LOC100486737	GeneID:100486737	NA	NACHT, LRR and PYD domains-containing protein 4
LOC100486739	GeneID:100486739	NA	mucosal pentraxin
LOC100486741	GeneID:100486741	XB-GENE-5887601	provisional ortholog of cryptochrome circadian regulator 1
LOC100486753	GeneID:100486753	NA	syncollin
LOC100486763	GeneID:100486763	NA	butyrophilin subfamily 3 member A2
LOC100486764	GeneID:100486764	NA	phosphorylase b kinase regulatory subunit alpha, skeletal muscle isoform-like
LOC100486773	GeneID:100486773	NA	uncharacterized LOC100486773
LOC100486775	GeneID:100486775	NA	E3 ubiquitin-protein ligase TRIM39
LOC100486784	GeneID:100486784	NA	putative claudin-24
LOC100486793	GeneID:100486793	NA	zinc finger protein OZF-like
LOC100486817	GeneID:100486817	XB-GENE-6049953	zygote arrest 1 like
LOC100486831	GeneID:100486831	NA	serine/threonine-protein kinase 3
LOC100486832	GeneID:100486832	NA	fibroleukin
LOC100486839	GeneID:100486839	NA	alcohol dehydrogenase 1
LOC100486850	GeneID:100486850	XB-GENE-5725481	uncharacterized XB5725480
LOC100486856	GeneID:100486856	NA	NXPE family member 2
LOC100486858	GeneID:100486858	XB-GENE-5962941	provisional ortholog of CTD small phosphatase like 2
LOC100486862	GeneID:100486862	XB-GENE-5900535	provisional ortholog of olfactory receptor family 56 subfamily A member 5
LOC100486867	GeneID:100486867	NA	EF-hand calcium-binding domain-containing protein 6
LOC100486870	GeneID:100486870	NA	histone H2B 1.1-like
LOC100486876	GeneID:100486876	XB-GENE-5749399	uncharacterized XB5749398
LOC100486894	GeneID:100486894	NA	uncharacterized LOC100486894
LOC100486896	GeneID:100486896	NA	vomeronasal type-2 receptor 26
LOC100486900	GeneID:100486900	NA	protein phosphatase 1 regulatory subunit 3D
LOC100486901	GeneID:100486901	NA	transmembrane protein 211-like
LOC100486915	GeneID:100486915	NA	fibrocystin-L
LOC100486918	GeneID:100486918	NA	uncharacterized LOC100486918
LOC100486922	GeneID:100486922	NA	alpha-2-macroglobulin-like protein 1
LOC100486940	GeneID:100486940	NA	olfactory receptor 5V1-like
LOC100486944	GeneID:100486944	NA	macrophage mannose receptor 1
LOC100486950	GeneID:100486950	NA	t-SNARE domain-containing protein 1-like
LOC100486951	GeneID:100486951	NA	zinc finger protein 25
LOC100486952	GeneID:100486952	NA	uncharacterized LOC100486952
LOC100486954	GeneID:100486954	NA	interferon-induced protein with tetratricopeptide repeats 5
LOC100486956	GeneID:100486956	NA	sn1-specific diacylglycerol lipase alpha
LOC100486968	GeneID:100486968	XB-GENE-994847	provisional ortholog of PYD and CARD domain containing
LOC100486969	GeneID:100486969	NA	waprin-Phi1
LOC100486975	GeneID:100486975	NA	olfactory receptor 52K2
LOC100486992	GeneID:100486992	NA	renalase
LOC100487005	GeneID:100487005	NA	aminopeptidase NAALADL1
LOC100487008	GeneID:100487008	NA	uncharacterized LOC100487008
LOC100487011	GeneID:100487011	NA	NXPE family member 4
LOC100487022	GeneID:100487022	XB-GENE-5824246	provisional ortholog of RERG like
LOC100487024	GeneID:100487024	XB-GENE-994498	cyclin-O protein B-like
LOC100487054	GeneID:100487054	NA	cytochrome P450 3A29
LOC100487067	GeneID:100487067	NA	histone H2A type 1
LOC100487072	GeneID:100487072	NA	E3 ubiquitin/ISG15 ligase TRIM25
LOC100487093	GeneID:100487093	NA	EF-hand calcium-binding domain-containing protein 6
LOC100487103	GeneID:100487103	NA	oocyte zinc finger protein XlCOF7.1
LOC100487104	GeneID:100487104	XB-GENE-5920188	oocyte-specific histone RNA stem-loop-binding protein 2-like
LOC100487106	GeneID:100487106	NA	interferon-induced protein with tetratricopeptide repeats 5-like
LOC100487110	GeneID:100487110	NA	signal-regulatory protein beta-1-like
LOC100487148	GeneID:100487148	NA	extended synaptotagmin-1
LOC100487159	GeneID:100487159	NA	uncharacterized LOC100487159
LOC100487167	GeneID:100487167	NA	harbinger transposase derived 1-like
LOC100487169	GeneID:100487169	NA	olfactory receptor 1
LOC100487171	GeneID:100487171	NA	uncharacterized LOC100487171
LOC100487181	GeneID:100487181	XB-GENE-5998703	provisional ortholog of tripartite motif containing 25
LOC100487186	GeneID:100487186	NA	uncharacterized LOC100487186
LOC100487198	GeneID:100487198	NA	protein spinster homolog 1
LOC100487203	GeneID:100487203	NA	thymic stromal cotransporter homolog
LOC100487218	GeneID:100487218	NA	uncharacterized LOC100487218
LOC100487238	GeneID:100487238	NA	phospholipase ABHD3
LOC100487239	GeneID:100487239	NA	glucagon receptor
LOC100487252	GeneID:100487252	NA	myosin-11
LOC100487261	GeneID:100487261	NA	protein NKG7
LOC100487262	GeneID:100487262	NA	uncharacterized LOC100487262
LOC100487264	GeneID:100487264	NA	vomeronasal type-2 receptor 26
LOC100487273	GeneID:100487273	NA	serine/threonine-protein kinase N3
LOC100487275	GeneID:100487275	NA	olfactory receptor 52K1
LOC100487277	GeneID:100487277	NA	putative olfactory receptor 52P1
LOC100487305	GeneID:100487305	NA	acrosin
LOC100487313	GeneID:100487313	NA	uncharacterized LOC100487313
LOC100487319	GeneID:100487319	NA	gastrula zinc finger protein XlCGF57.1-like
LOC100487329	GeneID:100487329	NA	vomeronasal type-2 receptor 26
LOC100487332	GeneID:100487332	XB-GENE-5772271	provisional ortholog of tripartite motif containing 25
LOC100487334	GeneID:100487334	NA	uncharacterized LOC100487334
LOC100487354	GeneID:100487354	NA	thymic stromal cotransporter homolog
LOC100487361	GeneID:100487361	NA	myoferlin
LOC100487362	GeneID:100487362	NA	SLAM family member 9
LOC100487364	GeneID:100487364	XB-GENE-22063242	provisional ortholog of lymphocyte antigen 6 complex, locus A2
LOC100487369	GeneID:100487369	NA	waprin-Phi1
LOC100487379	GeneID:100487379	NA	T-cell surface antigen CD2
LOC100487393	GeneID:100487393	NA	chromaffin granule amine transporter
LOC100487398	GeneID:100487398	NA	olfactory receptor 6B1-like
LOC100487399	GeneID:100487399	NA	protein CutA homolog
LOC100487412	GeneID:100487412	NA	nucleotide-binding oligomerization domain-containing protein 2
LOC100487424	GeneID:100487424	NA	sulfotransferase 1C2
LOC100487425	GeneID:100487425	NA	protein RD3
LOC100487426	GeneID:100487426	NA	ovostatin-like
LOC100487439	GeneID:100487439	NA	oocyte zinc finger protein XlCOF6-like
LOC100487454	GeneID:100487454	XB-GENE-952452	ATPase, H+ transporting, lysosomal accessory protein 1, gene 1
LOC100487466	GeneID:100487466	NA	uncharacterized LOC100487466
LOC100487470	GeneID:100487470	NA	piggyBac transposable element-derived protein 4
LOC100487471	GeneID:100487471	NA	oocyte zinc finger protein XlCOF7.1-like
LOC100487482	GeneID:100487482	NA	pancreatic triacylglycerol lipase
LOC100487499	GeneID:100487499	NA	uncharacterized LOC100487499
LOC100487510	GeneID:100487510	NA	vomeronasal type-2 receptor 26
LOC100487522	GeneID:100487522	NA	uncharacterized LOC100487522
LOC100487533	GeneID:100487533	NA	trypsin
LOC100487535	GeneID:100487535	NA	gastrula zinc finger protein XlCGF26.1-like
LOC100487575	GeneID:100487575	XB-GENE-22065717	uncharacterized XB22065716
LOC100487577	GeneID:100487577	NA	zinc-binding protein A33
LOC100487578	GeneID:100487578	NA	alpha-2-macroglobulin-like protein 1
LOC100487580	GeneID:100487580	NA	ovostatin
LOC100487625	GeneID:100487625	NA	uncharacterized LOC100487625
LOC100487628	GeneID:100487628	NA	oocyte zinc finger protein XlCOF7.1-like
LOC100487632	GeneID:100487632	NA	histone H2A type 1
LOC100487633	GeneID:100487633	XB-GENE-995278	provisional ortholog of ADAMTS like 5
LOC100487636	GeneID:100487636	NA	chymotrypsin inhibitor Ani s 6
LOC100487637	GeneID:100487637	NA	uncharacterized LOC100487637
LOC100487642	GeneID:100487642	NA	uncharacterized LOC100487642
LOC100487643	GeneID:100487643	NA	pancreatic triacylglycerol lipase
LOC100487648	GeneID:100487648	NA	uncharacterized LOC100487648
LOC100487666	GeneID:100487666	NA	uncharacterized LOC100487666
LOC100487667	GeneID:100487667	NA	uncharacterized LOC100487667
LOC100487689	GeneID:100487689	NA	uncharacterized LOC100487689
LOC100487695	GeneID:100487695	NA	lamina-associated polypeptide 2
LOC100487726	GeneID:100487726	NA	CD109 antigen
LOC100487727	GeneID:100487727	NA	protein phosphatase 1 regulatory subunit 12A
LOC100487732	GeneID:100487732	NA	uncharacterized LOC100487732
LOC100487738	GeneID:100487738	NA	uncharacterized LOC100487738
LOC100487746	GeneID:100487746	NA	up-regulator of cell proliferation
LOC100487748	GeneID:100487748	NA	ovostatin-like
LOC100487768	GeneID:100487768	NA	RB-associated KRAB zinc finger protein
LOC100487769	GeneID:100487769	NA	C-reactive protein
LOC100487773	GeneID:100487773	NA	fibrinogen-like protein 1-like protein
LOC100487777	GeneID:100487777	NA	alcohol dehydrogenase 1
LOC100487782	GeneID:100487782	NA	neuronal acetylcholine receptor subunit alpha-7
LOC100487784	GeneID:100487784	NA	acrosin
LOC100487792	GeneID:100487792	NA	protein spinster homolog 1-like
LOC100487805	GeneID:100487805	NA	gastrula zinc finger protein XlCGF26.1-like
LOC100487808	GeneID:100487808	NA	alpha-tectorin
LOC100487812	GeneID:100487812	NA	galactoside 2-alpha-L-fucosyltransferase 2
LOC100487834	GeneID:100487834	NA	aquaporin-4
LOC100487836	GeneID:100487836	NA	C-type lectin domain family 4 member G
LOC100487846	GeneID:100487846	NA	cytochrome P450 3A8
LOC100487852	GeneID:100487852	NA	tetraspanin-18
LOC100487855	GeneID:100487855	NA	transmembrane protein 151B
LOC100487861	GeneID:100487861	XB-GENE-997835	cyclin-O protein B-like
LOC100487882	GeneID:100487882	NA	titin
LOC100487884	GeneID:100487884	NA	PRKC apoptosis WT1 regulator protein
LOC100487889	GeneID:100487889	NA	carcinoembryonic antigen-related cell adhesion molecule 1
LOC100487899	GeneID:100487899	NA	sodium/calcium exchanger 1
LOC100487906	GeneID:100487906	NA	putative nuclease HARBI1
LOC100487921	GeneID:100487921	NA	zinc finger CCHC domain-containing protein 3-like
LOC100487926	GeneID:100487926	NA	uncharacterized LOC100487926
LOC100487948	GeneID:100487948	NA	ras and Rab interactor 3
LOC100487949	GeneID:100487949	NA	trace amine-associated receptor 4
LOC100487954	GeneID:100487954	NA	proto-oncogene Wnt-3
LOC100487959	GeneID:100487959	NA	oocyte zinc finger protein XlCOF7.1-like
LOC100487962	GeneID:100487962	NA	oocyte zinc finger protein XlCOF7.1-like
LOC100487968	GeneID:100487968	NA	vomeronasal type-2 receptor 26
LOC100487969	GeneID:100487969	NA	serine protease inhibitor swm-1
LOC100487973	GeneID:100487973	NA	toll-like receptor 2
LOC100487982	GeneID:100487982	XB-GENE-5829847	provisional ortholog of major facilitator superfamily domain containing 1
LOC100487990	GeneID:100487990	NA	endonuclease domain-containing 1 protein
LOC100487999	GeneID:100487999	NA	cyclin-O protein B-like
LOC100488000	GeneID:100488000	NA	E3 ubiquitin/ISG15 ligase TRIM25
LOC100488006	GeneID:100488006	NA	zinc finger protein 239-like
LOC100488012	GeneID:100488012	NA	uncharacterized LOC100488012
LOC100488013	GeneID:100488013	NA	guanylate-binding protein 2
LOC100488020	GeneID:100488020	NA	carboxyl-terminal PDZ ligand of neuronal nitric oxide synthase protein
LOC100488029	GeneID:100488029	NA	uncharacterized LOC100488029
LOC100488030	GeneID:100488030	XB-GENE-5964271	provisional ortholog of F-box and WD repeat domain containing 7
LOC100488056	GeneID:100488056	NA	B-cell receptor CD22
LOC100488065	GeneID:100488065	XB-GENE-940403	cyclin-O protein B-like
LOC100488070	GeneID:100488070	NA	olfactory receptor 52E8
LOC100488074	GeneID:100488074	NA	histone H2A type 1
LOC100488076	GeneID:100488076	NA	zinc finger protein 436-like
LOC100488087	GeneID:100488087	NA	microtubule-associated tumor suppressor 1 homolog A
LOC100488097	GeneID:100488097	XB-GENE-5838994	provisional ortholog of chondroadherin
LOC100488099	GeneID:100488099	NA	NADP-dependent alcohol dehydrogenase
LOC100488102	GeneID:100488102	NA	dynein heavy chain 5, axonemal
LOC100488106	GeneID:100488106	NA	peptidyl-prolyl cis-trans isomerase
LOC100488129	GeneID:100488129	NA	zinc finger protein 665-like
LOC100488166	GeneID:100488166	NA	uncharacterized LOC100488166
LOC100488176	GeneID:100488176	NA	UDP-glucuronosyltransferase 3A1-like
LOC100488177	GeneID:100488177	XB-GENE-5913532	provisional ortholog of microfibril associated protein 4
LOC100488183	GeneID:100488183	NA	ubiquitin carboxyl-terminal hydrolase CYLD
LOC100488188	GeneID:100488188	NA	dynein beta chain, flagellar outer arm
LOC100488194	GeneID:100488194	NA	olfactory receptor 1019
LOC100488200	GeneID:100488200	NA	histo-blood group ABO system transferase 2
LOC100488209	GeneID:100488209	NA	mucin-5B
LOC100488210	GeneID:100488210	NA	kinesin-like protein KIF27
LOC100488224	GeneID:100488224	XB-GENE-5772962	Gastrula zinc finger protein XlCGF53.1
LOC100488231	GeneID:100488231	NA	zinc finger CCHC domain-containing protein 3-like
LOC100488256	GeneID:100488256	XB-GENE-6050835	provisional ortholog of insulin like growth factor binding protein acid labile subunit
LOC100488258	GeneID:100488258	NA	trace amine-associated receptor 4
LOC100488259	GeneID:100488259	NA	uncharacterized LOC100488259
LOC100488276	GeneID:100488276	NA	inactive phospholipase C-like protein 2
LOC100488277	GeneID:100488277	NA	uncharacterized LOC100488277
LOC100488279	GeneID:100488279	NA	pancreatic triacylglycerol lipase
LOC100488285	GeneID:100488285	NA	olfactory receptor 52B6
LOC100488315	GeneID:100488315	NA	SLAM family member 9-like
LOC100488322	GeneID:100488322	NA	uncharacterized LOC100488322
LOC100488328	GeneID:100488328	XB-GENE-22069405	UDP glycosyltransferase family 3 member A1
LOC100488333	GeneID:100488333	XB-GENE-5872577	acyl-coenzyme A amino acid N-acyltransferase 1 gene 1
LOC100488351	GeneID:100488351	NA	olfactory receptor 5V1
LOC100488353	GeneID:100488353	NA	sodium-coupled monocarboxylate transporter 1
LOC100488359	GeneID:100488359	NA	phospholipase A2 inhibitor subunit gamma B
LOC100488368	GeneID:100488368	NA	protein NDNF
LOC100488374	GeneID:100488374	NA	uncharacterized LOC100488374
LOC100488377	GeneID:100488377	NA	homeobox protein unc-4 homolog
LOC100488380	GeneID:100488380	NA	uncharacterized LOC100488380
LOC100488381	GeneID:100488381	NA	uncharacterized LOC100488381
LOC100488382	GeneID:100488382	NA	uncharacterized LOC100488382
LOC100488384	GeneID:100488384	NA	uncharacterized LOC100488384
LOC100488390	GeneID:100488390	NA	olfactory receptor 56A5-like
LOC100488408	GeneID:100488408	NA	band 4.1-like protein 4B
LOC100488427	GeneID:100488427	NA	myosin-1
LOC100488442	GeneID:100488442	NA	ankyrin repeat domain-containing protein 63
LOC100488444	GeneID:100488444	XB-GENE-5793163	G protein-coupled receptor 12
LOC100488455	GeneID:100488455	NA	uncharacterized LOC100488455
